# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5522412053774310528" 11.14332 2.50140 2.98361 0.21717 0.90415 0.71709 0.49
"Gaia EDR3 5522208987723765504" 11.48775 1.87070 2.98409 0.21174 0.98488 0.76376 0.52
"Gaia EDR3 5522212385030548864" 11.60198 1.93929 2.98280 0.20866 0.94478 0.73237 0.51
"Gaia EDR3 5522211530344378752" 11.64487 0.78335 2.82362 0.19915 1.13861 0.79482 0.54
"Gaia EDR3 5522209120855407744" 11.89073 1.76680 2.98132 0.20024 1.01300 0.74586 0.54
"Gaia EDR3 5522211839582006400" 12.06519 0.88302 2.80466 0.18586 1.02392 0.70711 0.53
"Gaia EDR3 5522302755451504384" 12.29582 1.94955 2.95059 0.19895 0.77669 0.58862 0.47
"Gaia EDR3 5522214863239462400" 12.30139 0.68615 2.76486 0.16386 1.08083 0.72849 0.53
"Gaia EDR3 5522411710177195136" 12.36343 0.92176 2.75971 0.15977 0.93852 0.66468 0.52
"Gaia EDR3 5522201840898320512" 12.58216 0.63318 2.68968 0.14469 0.96976 0.69055 0.51
"Gaia EDR3 5522213969885908224" 12.64942 1.09612 2.68486 0.13690 0.90726 0.61717 0.50
"Gaia EDR3 5522211255466375040" 12.67686 0.69604 2.66034 0.13907 0.96279 0.65887 0.51
"Gaia EDR3 5522400470238795264" 12.83409 0.73309 2.60659 0.13078 0.93526 0.63458 0.52
"Gaia EDR3 5522213385770163712" 12.93679 0.86013 2.57019 0.12559 0.99223 0.62077 0.52
"Gaia EDR3 5522211564704127616" 13.01456 0.83192 2.53792 0.12383 0.97081 0.61215 0.52
"Gaia EDR3 5522209125162729344" 13.03270 0.84548 2.53070 0.12445 0.98628 0.60743 0.52
"Gaia EDR3 5522218157466593408" 13.03585 0.76319 2.52834 0.12508 0.93609 0.61081 0.53
"Gaia EDR3 5522208747205631488" 13.11309 0.80768 2.49570 0.12195 1.00394 0.60709 0.53
"Gaia EDR3 5522197271053309824" 13.19563 0.60239 2.46106 0.12040 0.67190 0.53659 0.47
"Gaia EDR3 5522212217539132928" 13.24865 1.03686 2.43555 0.11685 1.10300 0.58335 0.52
"Gaia EDR3 5522212389337834240" 13.25349 0.87008 2.43385 0.11668 1.02329 0.58371 0.54
"Gaia EDR3 5522401775908853120" 13.31499 0.78429 2.40770 0.11415 0.91660 0.59098 0.55
"Gaia EDR3 5522405113107330048" 13.32015 0.67008 2.40648 0.11494 0.69218 0.52549 0.48
"Gaia EDR3 5522196137181978368" 13.33302 0.71558 2.40016 0.11393 0.78920 0.54853 0.51
"Gaia EDR3 5522212526776731264" 13.33681 0.74181 2.39832 0.11365 0.83427 0.56373 0.53
"Gaia EDR3 5522210259034012416" 13.40163 0.69659 2.37116 0.11258 0.69820 0.50765 0.49
"Gaia EDR3 5522201737819141888" 13.45348 0.76592 2.34590 0.10880 0.83243 0.54825 0.54
"Gaia EDR3 5522215000678023936" 13.48928 0.84294 2.32870 0.10685 0.97530 0.57239 0.55
"Gaia EDR3 5522400337103700480" 13.50139 0.70267 2.32672 0.10672 0.64782 0.47853 0.48
