# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5522412053774310528" 11.14333 2.50140 2.97847 0.08975 0.93322 0.59707 0.50
"Gaia EDR3 5522208987723765504" 11.48775 1.87071 2.97694 0.08579 1.05216 0.65436 0.55
"Gaia EDR3 5522212385030548864" 11.60198 1.93929 2.97619 0.08484 1.02471 0.63070 0.54
"Gaia EDR3 5522211014948229760" 11.61966 0.76039 2.82832 0.05832 0.95387 0.67558 0.56
"Gaia EDR3 5522211530344378752" 11.64487 0.78335 2.82874 0.05807 0.95113 0.67025 0.56
"Gaia EDR3 5522212286258586880" 11.83534 1.90765 2.97215 0.07839 0.98497 0.61867 0.53
"Gaia EDR3 5522209120855407744" 11.89073 1.76680 2.97275 0.07019 1.07947 0.64224 0.62
"Gaia EDR3 5522211839582006400" 12.06519 0.88302 2.82528 0.05732 0.91327 0.61617 0.57
"Gaia EDR3 5522302755451504384" 12.29582 1.94955 2.92035 0.06459 0.84141 0.54749 0.45
"Gaia EDR3 5522411710177195136" 12.36343 0.92176 2.79237 0.04984 0.96299 0.64061 0.50
"Gaia EDR3 5522176586490016512" 12.36558 2.02606 2.91451 0.06578 0.83252 0.54089 0.46
"Gaia EDR3 5522201840898320512" 12.58216 0.63318 2.71493 0.04803 0.91037 0.61374 0.53
"Gaia EDR3 5522213969885908224" 12.64942 1.09612 2.71358 0.04912 0.86910 0.52844 0.50
"Gaia EDR3 5522400470238795264" 12.83409 0.73310 2.63045 0.04271 0.95002 0.63519 0.50
"Gaia EDR3 5522213385770163712" 12.93679 0.86013 2.59845 0.04603 1.13885 0.64209 0.51
"Gaia EDR3 5522211564704127616" 13.01456 0.83192 2.56857 0.04655 1.10728 0.67129 0.52
"Gaia EDR3 5522209125162729344" 13.03270 0.84548 2.56199 0.04691 1.09072 0.66472 0.52
"Gaia EDR3 5522218157466593408" 13.03585 0.76319 2.56022 0.04583 1.02171 0.66628 0.55
"Gaia EDR3 5522211770862497792" 13.05533 0.75643 2.55239 0.04530 0.96277 0.65136 0.55
"Gaia EDR3 5522208747205631488" 13.11309 0.80768 2.52871 0.04536 0.99315 0.64072 0.53
"Gaia EDR3 5522197271053309824" 13.19563 0.60239 2.49339 0.04592 0.65326 0.52260 0.48
"Gaia EDR3 5522212217539132928" 13.24865 1.03686 2.47082 0.04927 1.26786 0.57850 0.52
"Gaia EDR3 5522212389337834240" 13.25349 0.87008 2.46938 0.04875 1.14937 0.61347 0.53
"Gaia EDR3 5522401775908853120" 13.31499 0.78429 2.44108 0.04986 1.17183 0.62359 0.58
"Gaia EDR3 5522405113107330048" 13.32015 0.67009 2.43917 0.04925 0.78831 0.58839 0.47
