# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5522020009165982080" 6.28613 3.01670 6.65603 1.44806 3.27561 1.91685 0.51
"Gaia EDR3 5522014545967742464" 10.36849 0.44713 5.98275 1.06799 2.35745 1.51329 0.51
"Gaia EDR3 5329864409300143616" 11.30355 0.27433 4.97888 0.64430 1.56400 1.11393 0.58
"Gaia EDR3 5522021555354312064" 11.45348 0.86012 4.73140 0.55203 1.63246 1.10994 0.53
"Gaia EDR3 5329868738627041408" 12.38768 0.36688 3.61050 0.37826 1.12054 0.79285 0.50
"Gaia EDR3 5522116830603381120" 12.39562 0.69259 3.57700 0.37354 1.33594 0.79095 0.53
"Gaia EDR3 5329867673475236096" 12.77829 0.41560 3.13745 0.31256 0.92929 0.70025 0.49
"Gaia EDR3 5522040178332184576" 12.86871 0.43811 3.02709 0.30303 0.92877 0.67718 0.50
"Gaia EDR3 5522022311268665344" 13.39323 0.53876 2.48744 0.22405 0.82504 0.54058 0.54
"Gaia EDR3 5329866745762183040" 13.46087 0.48137 2.42984 0.21649 0.72196 0.52010 0.45
"Gaia EDR3 5522014958284517632" 13.49840 0.54336 2.39171 0.20915 0.77489 0.52347 0.52
"Gaia EDR3 5522037738790973056" 13.79883 0.75466 2.12400 0.17363 0.84160 0.48914 0.56
"Gaia EDR3 5522018806575192704" 13.81005 0.85813 2.10132 0.17092 0.89592 0.48222 0.55
"Gaia EDR3 5522020902519373952" 13.97051 0.59842 2.00913 0.15612 0.60825 0.43132 0.52
"Gaia EDR3 5522026537516530048" 14.05280 0.74969 1.93484 0.15592 0.75633 0.44165 0.57
"Gaia EDR3 5522021486634858368" 14.09226 0.88332 1.88798 0.15331 0.82320 0.43488 0.56
"Gaia EDR3 5522121370389801472" 14.14197 0.84275 1.86100 0.14762 0.78184 0.43637 0.57
"Gaia EDR3 5522021177397239296" 14.23907 0.61625 1.83269 0.13837 0.50076 0.38591 0.48
"Gaia EDR3 5522020902519368832" 14.44874 0.72589 1.69845 0.12455 0.53572 0.38522 0.54
"Gaia EDR3 5522023616938746880" 14.48731 0.99036 1.63903 0.12173 0.76246 0.39915 0.58
