EDR3Name,GLON,GLAT,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,RVDR2,e_RVDR2,e_BP-RP
Gaia EDR3 5522191979653400192,264.4065087701,-1.7617706987,130.7284199385,-45.23131280562,0.4859,0.0487,-4.801,0.049,3.426,0.051,16.816353,0.002826,1.312973,,,0.013834
Gaia EDR3 5522192014013167104,264.4180843298,-1.7389028793,130.76410936256,-45.22631031862,0.499,0.0205,-4.596,0.021,2.788,0.023,15.133752,0.002773,1.17794,,,0.007241
Gaia EDR3 5522192185811898112,264.4388780709,-1.7025551172,130.82292306624,-45.22021912994,0.5582,0.0627,-4.442,0.066,3.086,0.066,17.345987,0.002882,1.812548,,,0.023236
Gaia EDR3 5522192215869056768,264.4187222168,-1.7068901421,130.80042110858,-45.2070505973,0.6474,0.0752,-4.636,0.077,3.211,0.077,17.542063,0.002914,1.566269,,,0.01693
Gaia EDR3 5522192254531570688,264.4153264147,-1.7021503948,130.80273776674,-45.20145397752,0.4946,0.0132,-3.79,0.014,2.848,0.015,12.992999,0.002762,1.047653,,,0.006635
Gaia EDR3 5522192323242083712,264.4242232397,-1.6659050129,130.85097945981,-45.18605747109,0.3539,0.126,-4.27,0.127,3.633,0.159,18.33566,0.003337,1.5525,,,0.053403
Gaia EDR3 5522192387667836416,264.4187922032,-1.6745326485,130.8365953057,-45.18712003704,0.4906,0.1266,-4.501,0.126,3.511,0.162,18.435213,0.003422,1.66486,,,0.038544
Gaia EDR3 5522192426331301888,264.4023318073,-1.705027079,130.78814569647,-45.19301273294,0.2826,0.0103,-3.748,0.011,3.94,0.011,11.981153,0.002972,0.937162,,,0.009313
Gaia EDR3 5522192495049492608,264.3977070689,-1.7181207681,130.76947811727,-45.19745817947,0.3602,0.0897,-4.119,0.092,2.848,0.095,17.939234,0.002991,1.680464,,,0.029072
Gaia EDR3 5522192525105366912,264.3928545054,-1.701709229,130.78355137104,-45.18351202442,0.3953,0.091,-3.443,0.094,3.638,0.097,17.920074,0.003197,1.591415,,,0.028586
Gaia EDR3 5522192632488452352,264.3848375854,-1.6835398897,130.79680873842,-45.16599069496,0.6352,0.0261,-3.887,0.032,3.393,0.029,15.513137,0.002777,1.311746,,,0.011451
Gaia EDR3 5522192696900487040,264.3926781114,-1.7672622341,130.71017730349,-45.22381696592,0.6462,0.0758,-5.008,0.082,3.935,0.078,17.676165,0.003577,1.872271,,,0.024078
Gaia EDR3 5522192731263790336,264.3991213379,-1.7526323396,130.73216628678,-45.21986421876,0.3704,0.0983,-4.353,0.102,2.655,0.094,17.949774,0.003018,1.553339,,,0.032859
Gaia EDR3 5522192838646851968,264.383530403,-1.7328892747,130.74057781457,-45.19541998515,0.2914,0.0194,-4.087,0.021,3.512,0.02,14.901424,0.002767,1.109024,,,0.00716
Gaia EDR3 5522192903064211712,264.3709440887,-1.7391380248,130.72258742348,-45.18937213277,0.5461,0.1314,-4.554,0.134,3.401,0.176,18.450834,0.003269,1.671303,,,0.043683
Gaia EDR3 5522192937418663936,264.3770159615,-1.7256668457,130.74294349495,-45.18583963128,0.6617,0.1392,-4.672,0.139,3.483,0.18,18.58393,0.003308,1.822777,,,0.036187
Gaia EDR3 5522192971778396928,264.3729537713,-1.7718812287,130.68776016778,-45.21114190464,0.3534,0.0594,-5.204,0.064,3.909,0.062,17.213217,0.002848,1.633707,,,0.023089
Gaia EDR3 5522193147875369856,264.3612193445,-1.7224677969,130.7326974358,-45.17143902008,0.4249,0.1476,-4.832,0.152,3.105,0.178,18.394888,0.003324,1.867956,,,0.048357
Gaia EDR3 5522193182235006208,264.3416043095,-1.7269099654,130.71058815125,-45.15874523432,0.2874,0.0329,-3.579,0.036,3.407,0.035,16.024912,0.002792,1.371475,,,0.011094
Gaia EDR3 5522193212296585728,264.3413465271,-1.7241425888,130.71345234974,-45.15683590437,0.678,0.1752,-3.606,0.174,2.424,0.226,18.900547,0.003548,1.709539,,,0.053074
Gaia EDR3 5522193216603931904,264.3372292567,-1.7233319496,130.71075864586,-45.15309620946,0.4475,0.0413,-4.358,0.044,3.062,0.042,16.424786,0.002818,1.278778,,,0.009811
Gaia EDR3 5522193285323474304,264.3816654046,-1.6888274101,130.78813266316,-45.16676097372,0.6356,0.0666,-4.38,0.071,3.139,0.072,17.451447,0.00293,1.457226,,,0.02335
Gaia EDR3 5522193354042931840,264.3658071019,-1.690867223,130.77197962781,-45.15554930482,0.4043,0.0179,-3.781,0.02,3.86,0.02,14.759953,0.002766,0.852028,,,0.006929
Gaia EDR3 5522193388402690048,264.3783966447,-1.6814539072,130.79349814449,-45.15963834073,0.4592,0.0534,-4.412,0.056,3.024,0.054,16.84296,0.002851,1.3468,,,0.012993
Gaia EDR3 5522193555899241728,264.3451593157,-1.694051214,130.75036824216,-45.14127412423,0.5755,0.0402,-4.121,0.043,3.9,0.043,16.462645,0.002829,1.310302,,,0.012698
Gaia EDR3 5522193560201341440,264.3425998273,-1.689996515,130.75265382843,-45.13675897466,0.5014,0.0151,-4.364,0.017,3.006,0.017,14.318946,0.002766,0.796694,,,0.006717
Gaia EDR3 5522193663280569600,264.3465160069,-1.671098761,130.77715574052,-45.12817617092,0.466,0.0693,-4.091,0.074,3.079,0.074,17.49149,0.002915,1.467814,,,0.016038
Gaia EDR3 5522193727692636160,264.3227328653,-1.6709798577,130.75649549847,-45.10939764281,0.4888,0.0178,-4.411,0.02,3.157,0.02,14.716548,0.002766,0.914884,,,0.007023
Gaia EDR3 5522193727692688768,264.328520707,-1.6763220029,130.75559751547,-45.11724668483,0.3132,0.1086,-3.981,0.125,2.299,0.146,18.121325,0.003076,2.986153,,,0.063473
Gaia EDR3 5522193732001339776,264.3325629447,-1.6761547547,130.75931749651,-45.12032292218,0.4924,0.064,-4.403,0.074,3.132,0.079,17.29434,0.002952,1.417824,,,0.013139
Gaia EDR3 5522193899492647424,264.3984685869,-1.6366275349,130.8610592633,-45.14772449834,0.2532,0.1397,-3.646,0.139,2.769,0.186,18.354977,0.003235,1.789373,,,0.042632
Gaia EDR3 5522193899494834944,264.4059243403,-1.6454470173,130.85775933948,-45.15903424379,0.4784,0.0133,-3.956,0.015,3.059,0.016,12.276932,0.002758,0.685513,,,0.006634
Gaia EDR3 5522193903798815488,264.4076355643,-1.6443162917,130.86051921728,-45.15968010562,0.6005,0.0402,-4.819,0.044,2.277,0.046,16.427603,0.002813,1.443825,,,0.016169
Gaia EDR3 5522194041228999040,264.3960059746,-1.6127202161,130.88554245644,-45.13101030777,0.3729,0.1612,-3.513,0.17,3.586,0.213,18.795948,0.003399,1.786331,,,0.060557
Gaia EDR3 5522194144316951552,264.3778802537,-1.6514357723,130.82652278267,-45.14069368657,0.2374,0.0221,-4.235,0.025,2.236,0.024,15.235263,0.002776,2.194015,,,0.007525
Gaia EDR3 5522194144316956672,264.3844504329,-1.6519400562,130.8317126714,-45.14616960186,0.4745,0.0245,-4.765,0.028,3.433,0.028,15.542734,0.002773,1.093379,,,0.008384
Gaia EDR3 5522194311809683584,264.3626559618,-1.6130541725,130.85596625104,-45.1050126246,0.46,0.0657,-3.669,0.073,2.966,0.071,17.328577,0.002879,1.401411,,,0.016678
Gaia EDR3 5522194316115872512,264.3651342623,-1.6148710788,130.8561117767,-45.1080830806,0.2575,0.0725,-4.385,0.08,3.916,0.08,17.53469,0.002912,1.914556,,,0.019294
Gaia EDR3 5522194350475436544,264.4096028774,-1.6055217161,130.90547596411,-45.13723976821,0.2569,0.0364,-4.088,0.043,3.927,0.041,16.277187,0.0028,2.055223,,,0.013019
Gaia EDR3 5522194449248609408,264.3893404149,-1.589103464,130.90600542289,-45.11116932857,0.4413,0.1754,-3.666,0.201,3.104,0.227,18.753422,0.00337,1.772776,,,0.062932
Gaia EDR3 5522194621047340160,264.3767455368,-1.5887829419,130.89533010973,-45.10107766637,0.5142,0.1043,-5.08,0.109,3.887,0.134,18.138502,0.003074,1.649571,,,0.033133
Gaia EDR3 5522194694072776832,264.3573415373,-1.5889709057,130.87813170435,-45.08594983639,0.2825,0.0488,-3.509,0.056,2.96,0.051,16.674192,0.00282,1.499752,,,0.012442
Gaia EDR3 5522194694074038912,264.3617470053,-1.5880951522,130.88296304192,-45.08886957541,0.4597,0.1538,-4.559,0.154,2.867,0.193,18.690767,0.00343,1.761074,,,0.077622
Gaia EDR3 5522194724126639360,264.3556005596,-1.5826503256,130.88364343171,-45.08067413556,0.5257,0.1111,-4.057,0.116,3.881,0.141,18.184975,0.003078,1.852671,,,0.034236
Gaia EDR3 5522194758486355968,264.3750704575,-1.5650639612,130.92026317377,-45.08509095499,0.4524,0.1078,-4.277,0.113,3.033,0.142,18.17222,0.003066,1.636171,,,0.035127
Gaia EDR3 5522194762792280960,264.3746825533,-1.5702635034,130.91413732211,-45.08800287037,0.5042,0.0154,-4.437,0.018,2.987,0.018,14.271166,0.002765,0.793166,,,0.006773
Gaia EDR3 5522194792846141440,264.3680070696,-1.5540527155,130.92632783035,-45.07273123606,0.5567,0.0835,-4.476,0.092,3.062,0.092,17.827423,0.002988,1.577406,,,0.027338
Gaia EDR3 5522194831502932480,264.3608201721,-1.5677498785,130.90479533276,-45.07555987884,0.3657,0.1899,-3.948,0.197,2.972,0.217,18.914433,0.003559,2.003798,,,0.080187
Gaia EDR3 5522194865871479936,264.3463245574,-1.546437162,130.91581417107,-45.0509910719,0.5033,0.0117,-4.372,0.014,3.071,0.013,13.5625,0.002765,0.69462,,,0.00673
Gaia EDR3 5522194900231180800,264.3646410877,-1.6506628398,130.8157967736,-45.12980904689,0.4693,0.0107,-4.178,0.012,3.049,0.013,13.097475,0.002769,0.683249,,,0.006683
Gaia EDR3 5522194934590927104,264.3646262764,-1.6391618576,130.82860290356,-45.12269317062,0.523,0.0302,-4.464,0.036,2.993,0.033,15.94039,0.002782,1.209104,,,0.007779
Gaia EDR3 5522194968950637952,264.3442058512,-1.6441806612,130.80514339163,-45.10974010652,0.5107,0.0216,-4.339,0.024,2.608,0.024,14.94791,0.002775,1.097458,,,0.010167
Gaia EDR3 5522195003310381696,264.3412679337,-1.6315127857,130.81668949582,-45.09960666361,0.6051,0.0454,-4.394,0.05,2.102,0.048,16.654303,0.002832,1.40473,,,0.011607
Gaia EDR3 5522195037670135296,264.3524906417,-1.6252944574,130.83343523784,-45.10458710765,0.487,0.0188,-4.453,0.022,3.021,0.022,14.884254,0.002768,0.914331,,,0.007273
Gaia EDR3 5522195106389598592,264.3363778906,-1.6190374638,130.82630954808,-45.08805652085,0.4672,0.0304,-3.81,0.032,3.758,0.035,15.757662,0.002784,1.143176,,,0.008457
Gaia EDR3 5522195205161733248,264.3311263035,-1.6388090503,130.79969086737,-45.096139489,0.3861,0.1731,-4.924,0.173,3.622,0.219,18.816738,0.003572,1.740133,,,0.056366
Gaia EDR3 5522195273881218560,264.3143768542,-1.6252779846,130.800121969,-45.07461476883,0.3922,0.185,-4.46,0.199,2.754,0.209,18.96348,0.003635,1.915434,,,0.056653
Gaia EDR3 5522195308240952064,264.3312741309,-1.6229631868,130.81747335992,-45.08646950357,0.4796,0.0423,-4.543,0.046,2.977,0.047,16.362637,0.002808,1.320098,,,0.01044
Gaia EDR3 5522195342600701312,264.3172544883,-1.6005627951,130.83015866465,-45.06161146868,0.5355,0.1674,-4.583,0.172,3.067,0.193,18.811535,0.003461,1.78878,,,0.054926
Gaia EDR3 5522195381267485952,264.315600984,-1.616782612,130.81065346862,-45.07033076368,0.2916,0.0569,-4.016,0.061,3.978,0.058,16.804062,0.002898,2.250627,,,0.013162
Gaia EDR3 5522195381267488768,264.3165027279,-1.6119173877,130.81685950811,-45.06803469164,0.5013,0.0399,-4.528,0.044,3.081,0.043,16.372078,0.002805,1.289452,,,0.009393
Gaia EDR3 5522195514399392256,264.3342283145,-1.5848003167,130.86254846861,-45.06521081735,0.3864,0.0453,-3.454,0.052,3.446,0.048,16.621729,0.002823,1.409011,,,0.011269
Gaia EDR3 5522195518706473344,264.3343194557,-1.5899480553,130.85689860798,-45.06846416749,0.2939,0.0429,-3.961,0.05,3.437,0.045,16.532274,0.002858,1.66706,,,0.011958
Gaia EDR3 5522195587425971712,264.3418278392,-1.5651514277,130.8910621055,-45.0590337822,0.2382,0.0254,-3.468,0.029,3.484,0.027,15.381242,0.002781,1.295725,,,0.007836
Gaia EDR3 5522195617479979136,264.3383316232,-1.5446476624,130.91080851058,-45.04360627696,0.3103,0.1401,-3.523,0.144,2.271,0.182,18.59851,0.003308,1.648523,,,0.034358
Gaia EDR3 5522195690505171968,264.3144741936,-1.5434304454,130.89128976778,-45.02411320618,0.308,0.0398,-3.813,0.041,3.346,0.044,16.452211,0.002807,1.3416,,,0.008899
Gaia EDR3 5522195754917571200,264.3221754123,-1.5731110362,130.86501354233,-45.04851443539,0.3297,0.0536,-4.28,0.058,3.264,0.057,17.012886,0.002844,1.616877,,,0.015848
Gaia EDR3 5522195759224628736,264.3138682092,-1.5740241067,130.85673308367,-45.04255098224,0.4716,0.0107,-4.722,0.012,3.238,0.012,13.127387,0.002764,1.779093,32.22,0.64,0.006665
Gaia EDR3 5522195793584353792,264.3064839771,-1.5845918376,130.83851869992,-45.04327831087,0.3877,0.0186,-4.147,0.021,3.463,0.021,14.828365,0.002927,1.436303,,,0.010269
Gaia EDR3 5522195892356009856,264.3050938189,-1.5382015964,130.88889982315,-45.01351062964,0.4967,0.1328,-3.93,0.137,3.352,0.159,18.342049,0.003263,1.625221,,,0.041811
Gaia EDR3 5522195892356544000,264.3069723966,-1.5433413264,130.88482846737,-45.01816465377,0.4577,0.1682,-4.8,0.167,2.708,0.205,18.87821,0.003682,1.948049,,,0.06499
Gaia EDR3 5522195892356546944,264.3018185772,-1.5440821967,130.87949848914,-45.01457365824,0.5558,0.1173,-4.297,0.115,3.07,0.147,18.22013,0.003115,1.576687,,,0.034375
Gaia EDR3 5522195896663590528,264.3032352646,-1.5391352523,130.88623681443,-45.01262787453,0.542,0.0623,-4.274,0.067,2.916,0.066,17.168512,0.002914,1.462397,,,0.012277
Gaia EDR3 5522195931023318784,264.300341815,-1.5515521416,130.86990179936,-45.0180315896,0.3248,0.0656,-4.13,0.07,2.151,0.069,17.332474,0.002873,1.801741,,,0.015833
Gaia EDR3 5522195961076024192,264.3006286212,-1.5464827063,130.87578922602,-45.01512289505,0.395,0.0589,-5.134,0.061,2.676,0.063,17.028744,0.002837,1.436796,,,0.015218
Gaia EDR3 5522195961081728896,264.2981534621,-1.5363080383,130.88493656067,-45.00688729825,0.3033,0.0965,-4.154,0.097,2.484,0.117,18.04534,0.003051,1.709736,,,0.028516
Gaia EDR3 5522196098515894912,264.4852870417,-1.5359881607,131.04930743649,-45.15359412069,0.5584,0.1336,-5.06,0.145,2.448,0.156,18.60077,0.003258,1.851154,,,0.040847
Gaia EDR3 5522196098515901440,264.4826319569,-1.5364326804,131.04647995348,-45.15178691782,0.5914,0.1635,-4.839,0.171,2.727,0.184,18.866673,0.003419,2.061424,,,0.065807
Gaia EDR3 5522196137181978368,264.4969824303,-1.5294476617,131.0668631904,-45.1587127247,0.5178,0.0105,-4.401,0.012,2.953,0.012,13.333022,0.002765,0.715578,,,0.006643
Gaia EDR3 5522196304674343040,264.4778640996,-1.5391179651,131.03930317823,-45.14971103007,0.5781,0.0978,-4.803,0.11,3.839,0.124,18.15281,0.003062,1.818947,,,0.034376
Gaia EDR3 5522196373400664448,264.4629475402,-1.5318061906,131.03433691944,-45.13347726533,0.2678,0.1145,-3.895,0.147,3.396,0.139,18.328417,0.00321,,,,
Gaia EDR3 5522196476473155456,264.4503671695,-1.5237220534,131.03228323362,-45.11859751508,0.3797,0.0315,-3.785,0.036,3.65,0.037,16.093111,0.002788,1.504893,,,0.009497
Gaia EDR3 5522196480779333504,264.4500881696,-1.5140566114,131.04278721943,-45.11238832044,0.4165,0.0156,-3.658,0.018,2.864,0.02,14.585031,0.002777,0.792559,,,0.007022
Gaia EDR3 5522196515139077504,264.4523276071,-1.5091611222,131.05019691545,-45.11111055219,0.6063,0.0125,-4.083,0.015,3.918,0.015,9.016465,0.002784,2.154558,7.02,0.29,0.007074
Gaia EDR3 5522196613913923200,264.4680288271,-1.4931185411,131.08182218547,-45.11347801696,0.4793,0.065,-4.316,0.068,2.987,0.071,17.441408,0.0029,1.404734,,,0.020502
Gaia EDR3 5522196618218316928,264.4816039803,-1.497596625,131.08877207875,-45.12690051065,0.2974,0.0358,-4.427,0.039,3.873,0.041,16.32986,0.003758,2.493067,,,0.021786
Gaia EDR3 5522196652578055936,264.468609036,-1.4718737642,131.1059419427,-45.10075468217,0.4961,0.0257,-4.484,0.029,2.971,0.03,15.684118,0.002778,1.207505,,,0.008017
Gaia EDR3 5522196721297542144,264.4760329363,-1.4488944988,131.13799212864,-45.09231379201,0.4583,0.0135,-4.29,0.015,2.844,0.016,14.16517,0.002761,1.110105,,,0.006854
Gaia EDR3 5522196751351175168,264.4670992132,-1.4582119971,131.11979222758,-45.09109404443,0.5536,0.0734,-4.344,0.082,3.439,0.086,17.766546,0.002955,1.495045,,,0.024791
Gaia EDR3 5522196893096199680,264.4396026217,-1.4849619943,131.06592309253,-45.08612691991,0.3849,0.0195,-3.449,0.022,3.16,0.023,15.051146,0.002767,1.007861,,,0.007054
Gaia EDR3 5522196893096205440,264.4536406511,-1.4967668461,131.06512902087,-45.10445649087,0.4956,0.0264,-4.467,0.032,2.978,0.032,15.815451,0.002779,1.155081,,,0.007454
Gaia EDR3 5522196927455939584,264.4352783856,-1.4736392667,131.07470719394,-45.07571445268,0.549,0.0496,-4.396,0.057,2.982,0.058,17.000496,0.00284,1.453577,,,0.013169
Gaia EDR3 5522196991869416576,264.452617866,-1.4449201261,131.12183019415,-45.07149358741,0.3087,0.0996,-5.336,0.104,2.722,0.128,18.14053,0.002997,1.569923,,,0.024331
Gaia EDR3 5522197026229154304,264.4434343328,-1.4634024149,131.09323936819,-45.07576099202,0.3896,0.1874,-3.518,0.201,3.872,0.227,18.774565,0.003725,2.947496,,,0.106439
Gaia EDR3 5522197030535211392,264.442666357,-1.4614493041,131.09473429752,-45.07394727835,0.4642,0.0247,-4.91,0.028,3.595,0.029,15.662775,0.002777,1.278673,,,0.007515
Gaia EDR3 5522197060588920832,264.4395109253,-1.4491869767,131.1055808823,-45.06386599414,0.2769,0.157,-3.522,0.158,3.183,0.187,18.814156,0.003393,1.881512,,,0.04474
Gaia EDR3 5522197060588960000,264.4295021987,-1.4458945845,131.10044859069,-45.05397623134,0.3544,0.1038,-3.538,0.111,2.092,0.125,18.219208,0.003115,2.422615,,,0.052731
Gaia EDR3 5522197133614335488,264.4366226608,-1.5277827758,131.01570263839,-45.11032961299,0.2376,0.0625,-3.591,0.069,3.218,0.073,17.368015,0.00287,1.874611,,,0.017711
Gaia EDR3 5522197133614340480,264.4455124885,-1.5374612128,131.01273869878,-45.12330150904,0.3756,0.0827,-3.608,0.09,3.244,0.095,17.941517,0.002962,1.832987,,,0.032719
Gaia EDR3 5522197271053309824,264.4370797788,-1.5012432569,131.0456134243,-45.09424158987,0.4824,0.0102,-4.334,0.012,3.138,0.012,13.19563,0.00277,0.602389,,,0.006643
Gaia EDR3 5522197305413024640,264.4328561731,-1.5231422562,131.01755841033,-45.10449906327,0.3164,0.0395,-4.153,0.044,3.937,0.046,16.532902,0.00282,1.895378,,,0.010306
Gaia EDR3 5522197335466772352,264.4173805872,-1.4995026342,131.03026177868,-45.07770862268,0.4819,0.1422,-3.858,0.161,3.725,0.173,18.665623,0.003288,2.097727,,,0.054801
Gaia EDR3 5522197374123929856,264.4161107769,-1.5440941201,130.97956388687,-45.10433487155,0.5968,0.0441,-4.624,0.049,3.414,0.053,16.769691,0.002826,1.418614,,,0.011808
Gaia EDR3 5522197438547791488,264.4076465675,-1.5448608487,130.97128880204,-45.09816549857,0.3623,0.1072,-3.595,0.116,3.517,0.134,18.152117,0.003135,1.678831,,,0.028416
Gaia EDR3 5522197507265430912,264.4162970383,-1.5158872297,131.01109775682,-45.08701057338,0.6012,0.0483,-4.227,0.055,2.722,0.055,16.98013,0.002851,1.322258,,,0.013309
Gaia EDR3 5522197644704411008,264.42777358,-1.488179947,131.05196426214,-45.07884383593,0.2554,0.1215,-3.531,0.129,3.946,0.146,18.462933,0.003165,1.92396,,,0.046259
Gaia EDR3 5522197786449389440,264.4208729672,-1.4609542841,131.07615244238,-45.05655076728,0.3654,0.038,-4.088,0.044,3.858,0.046,15.603593,0.002784,1.234535,,,0.007659
Gaia EDR3 5522197816503266816,264.4135851528,-1.4434074882,131.08923883917,-45.0399530112,0.5552,0.115,-3.565,0.118,2.497,0.133,18.315203,0.003125,1.812393,,,0.029117
Gaia EDR3 5522197923888296064,264.3947593176,-1.4777741792,131.03456334585,-45.04649531549,0.5445,0.0544,-4.532,0.063,2.737,0.064,15.452146,0.002802,1.20114,,,0.007305
Gaia EDR3 5522197992607761024,264.3880666372,-1.4837401568,131.02206813445,-45.04494148905,0.4687,0.0559,-5.411,0.06,2.427,0.066,17.202375,0.002839,1.581774,,,0.017869
Gaia EDR3 5522198125740973696,264.3841753125,-1.4491234455,131.05709622527,-45.02043300789,0.2666,0.1304,-3.688,0.136,2.307,0.156,18.579704,0.003183,1.81333,,,0.038024
Gaia EDR3 5522198160100789248,264.3691608528,-1.43517618,131.05941199984,-45.00000907654,0.24,0.0735,-3.653,0.078,3.542,0.081,17.670048,0.002914,1.705965,,,0.020071
Gaia EDR3 5522198198766293504,264.4782307505,-1.4360146624,131.15422611952,-45.08604031853,0.4626,0.0225,-3.871,0.024,2.545,0.028,15.367164,0.002773,1.14617,,,0.007533
Gaia EDR3 5522198473644183936,264.4414400115,-1.4376834818,131.12004636318,-45.0582403998,0.412,0.0542,-4.963,0.06,2.483,0.064,16.776201,0.002869,1.56717,,,0.010673
Gaia EDR3 5522198503698055040,264.4351683696,-1.4132873062,131.14161262272,-45.03818243069,0.2425,0.1524,-3.644,0.161,3.225,0.186,18.839428,0.003372,2.494139,,,0.071693
Gaia EDR3 5522198508003925248,264.4371388023,-1.4182935245,131.13778860579,-45.04283444551,0.4571,0.0621,-3.916,0.067,2.915,0.075,17.37001,0.002904,1.547338,,,0.016103
Gaia EDR3 5522198508005071872,264.4310819737,-1.4124034404,131.13900458839,-45.03443101926,0.4722,0.0151,-4.617,0.016,3.285,0.018,14.334514,0.002772,0.793952,,,0.006811
Gaia EDR3 5522198572421094528,264.4302356191,-1.4131983806,131.13737945397,-45.03426112933,0.2498,0.1232,-4.33,0.126,3.356,0.153,18.510054,0.003359,1.928413,,,0.056399
Gaia EDR3 5522198606777296000,264.4322352992,-1.3979262765,131.15607615081,-45.0263468935,0.5172,0.044,-4.745,0.046,2.67,0.052,16.654436,0.002848,1.446521,,,0.01268
Gaia EDR3 5522198641137086976,264.4239839322,-1.3871596666,131.16076915459,-45.01319546034,0.5873,0.0306,-4.315,0.034,2.688,0.036,16.014612,0.002785,1.361978,,,0.008672
Gaia EDR3 5522198679794481792,264.4224813057,-1.4056674124,131.13892499254,-45.02350867197,0.482,0.1602,-3.814,0.166,2.897,0.189,18.916605,0.003461,1.844997,,,0.062446
Gaia EDR3 5522198744216254336,264.4495278526,-1.3743322168,131.19743031048,-45.0252406728,0.4123,0.1204,-4.48,0.129,3.38,0.15,18.530184,0.003204,1.777891,,,0.045758
Gaia EDR3 5522198847295532416,264.4357179651,-1.3657685424,131.19478850231,-45.00910211632,0.2541,0.135,-3.51,0.15,3.251,0.177,18.65851,0.003304,2.360775,,,0.05901
Gaia EDR3 5522198885961062656,264.4431358233,-1.3464647708,131.22269714254,-45.00291624577,0.3706,0.0953,-5.152,0.108,3.394,0.116,18.140316,0.003011,1.787815,,,0.02923
Gaia EDR3 5522199023400006912,264.4234790486,-1.3744244391,131.1744441894,-45.00489082261,0.3292,0.0564,-3.798,0.06,3.362,0.068,17.059864,0.002857,1.546761,,,0.017359
