EDR3Name,GLON,GLAT,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,RVDR2,e_RVDR2,e_BP-RP
Gaia EDR3 5522211152387163008,264.1236179847,-1.6673325776,130.58699811448,-44.95041099162,0.4706,0.0573,-5.538,0.058,4.597,0.057,17.081131,0.00285,1.412916,,,0.013312
Gaia EDR3 5522211216799939968,264.1103224675,-1.6696808415,130.57282679307,-44.94138145992,0.6134,0.1707,-4.643,0.169,5.376,0.205,18.704847,0.003422,1.775957,,,0.060701
Gaia EDR3 5522211216804835840,264.1056995141,-1.6651349932,130.57387138202,-44.93494161677,0.5545,0.1514,-5.251,0.155,4.327,0.186,18.32397,0.003746,1.639938,,,0.070896
Gaia EDR3 5522211221106631936,264.1058514437,-1.6664665121,130.57252080419,-44.93588072227,0.5049,0.0213,-5.093,0.023,5.339,0.021,13.569551,0.002885,,,,
Gaia EDR3 5522211221106632064,264.1061850881,-1.6668424485,130.57239212331,-44.93637494371,0.402,0.0136,-4.813,0.015,5.347,0.014,13.060027,0.002778,0.646082,,,0.024896
Gaia EDR3 5522211289826615552,264.1170539002,-1.6347530054,130.61755913312,-44.92518247426,0.4416,0.1243,-5.45,0.127,5.984,0.154,18.392895,0.00326,1.636656,,,0.043671
Gaia EDR3 5522211354238694272,264.0913897141,-1.629091322,130.60155320121,-44.90148250636,0.3901,0.1684,-4.986,0.168,5.217,0.207,18.768768,0.003464,1.767866,,,0.068838
Gaia EDR3 5522211392905422848,264.1920688505,-1.6238060457,130.6950286008,-44.97749570772,0.3376,0.0374,-6.249,0.038,4.769,0.041,16.17965,0.002803,1.553482,,,0.010072
Gaia EDR3 5522211422958097024,264.1965630301,-1.6207142508,130.70238544375,-44.97912622962,0.3805,0.1299,-5.387,0.135,5.051,0.164,18.408957,0.003441,1.936178,,,0.057945
Gaia EDR3 5522211457317834496,264.1831170937,-1.6351134969,130.67464436939,-44.97742030998,0.6228,0.1385,-5.244,0.135,5.361,0.174,18.480865,0.003472,1.72311,,,0.040117
Gaia EDR3 5522211461624886656,264.1794160032,-1.6229981846,130.68490608548,-44.96703930106,0.4453,0.0344,-5.409,0.036,5.053,0.038,16.187748,0.002797,1.283896,,,0.009214
Gaia EDR3 5522211461624887040,264.1854102132,-1.6341796636,130.67768117567,-44.97864975337,0.4741,0.0118,-5.235,0.013,5.044,0.013,13.313075,0.002767,0.611654,,,0.006661
Gaia EDR3 5522211491677586816,264.1789660598,-1.6183006517,130.68974186656,-44.96378928612,0.5587,0.0754,-5.48,0.082,4.997,0.085,17.695292,0.003007,1.57966,,,0.025132
Gaia EDR3 5522211491677593216,264.1778302489,-1.6144053526,130.69308709894,-44.96049387855,0.6872,0.1584,-5.177,0.152,5.258,0.201,18.694662,0.003813,1.85288,,,0.053004
Gaia EDR3 5522211560397092352,264.1810418978,-1.5815944241,130.73238071404,-44.94278607096,0.2592,0.1348,-5.33,0.137,5.512,0.185,18.368477,0.003369,1.68626,,,0.040223
Gaia EDR3 5522211564704122624,264.1798110372,-1.5880467462,130.72413339032,-44.94579788286,0.3191,0.047,-5.871,0.051,4.114,0.051,16.79125,0.002938,1.510576,,,0.012035
Gaia EDR3 5522211599063834880,264.1649629125,-1.6034020181,130.69412320241,-44.94358312624,0.5179,0.0539,-5.347,0.057,4.973,0.059,17.136066,0.002889,1.448181,,,0.017117
Gaia EDR3 5522211633423592064,264.1676664973,-1.5770970563,130.72572983965,-44.92948850011,0.3375,0.1193,-4.978,0.122,5.942,0.154,18.377527,0.00314,2.0082,,,0.044596
Gaia EDR3 5522211663476281088,264.169275459,-1.626047236,130.67268230948,-44.96093680616,0.5143,0.0919,-5.417,0.094,5.064,0.097,17.895922,0.003163,1.66581,,,0.027042
Gaia EDR3 5522211663476287488,264.1613867825,-1.6287311807,130.66282757846,-44.95638085961,0.3442,0.063,-5.271,0.068,4.295,0.066,17.20668,0.002874,1.716379,,,0.016579
Gaia EDR3 5522211663476293120,264.161654468,-1.6233380001,130.6690624967,-44.95326794436,0.4942,0.0302,-5.317,0.032,5.071,0.034,16.008162,0.002783,1.194102,,,0.00853
Gaia EDR3 5522211667783294848,264.1603865735,-1.6221617373,130.66926771601,-44.95154493275,0.4522,0.0212,-4.987,0.023,4.554,0.024,14.990586,0.002771,0.904217,,,0.007349
Gaia EDR3 5522211702143041408,264.1604282378,-1.6067993346,130.68639596483,-44.94210859696,0.4689,0.0124,-5.154,0.013,5.412,0.014,13.776436,0.002767,0.785254,,,0.006845
Gaia EDR3 5522211736502760832,264.1537831423,-1.6295268718,130.65532394196,-44.95088505266,0.4832,0.0259,-5.288,0.027,5.054,0.026,15.550987,0.002776,1.085997,,,0.007643
Gaia EDR3 5522211770862494976,264.1369056291,-1.6033027425,130.66981273491,-44.92143794241,0.4797,0.0148,-5.977,0.015,4.746,0.016,14.268942,0.002766,0.781234,,,0.006772
Gaia EDR3 5522211839572424832,264.153928309,-1.5829503809,130.70725950413,-44.92228865213,0.4406,0.0776,-5.114,0.082,4.922,0.087,17.763874,0.003547,1.745605,,,0.063805
Gaia EDR3 5522211873941714432,264.132395454,-1.5885624758,130.68227947519,-44.90880222652,0.2226,0.0551,-4.596,0.059,5.85,0.059,16.94761,0.002855,1.92603,,,0.015912
Gaia EDR3 5522212007073707264,264.1598647661,-1.5647703378,130.7326372945,-44.91574628969,0.4628,0.1272,-6.019,0.132,5.414,0.164,18.477985,0.003177,1.761187,,,0.042109
Gaia EDR3 5522212075793189120,264.1709786055,-1.5473540865,130.76167109097,-44.9137420029,0.3341,0.1627,-4.532,0.163,5.691,0.22,18.704027,0.003577,1.813248,,,0.072971
Gaia EDR3 5522212110153179136,264.1683095534,-1.5239465477,130.78534584584,-44.89719329185,0.392,0.0793,-4.559,0.081,5.304,0.088,17.695189,0.002947,1.697615,,,0.019658
Gaia EDR3 5522212178872418816,264.1558722466,-1.5309480008,130.76673608279,-44.89173458448,0.4162,0.0896,-4.404,0.089,4.918,0.104,16.528166,0.003005,1.355507,,,0.010474
Gaia EDR3 5522212286258589440,264.1356184507,-1.5673509738,130.70866156484,-44.8982604785,0.6132,0.085,-6.049,0.092,5.006,0.092,17.894209,0.002993,1.733143,,,0.035466
Gaia EDR3 5522212488110037888,264.1297703161,-1.6216205257,130.64322947687,-44.92710757746,0.2443,0.0813,-4.907,0.086,4.38,0.083,17.867023,0.002964,1.610947,,,0.024552
Gaia EDR3 5522212561136448256,264.1157914405,-1.6216335419,130.63105865874,-44.9161082334,0.497,0.0294,-5.282,0.032,4.894,0.032,15.950802,0.002784,1.215556,,,0.00783
Gaia EDR3 5522212561136452096,264.1208420464,-1.6234498497,130.63342956119,-44.92120417039,0.5748,0.0168,-4.767,0.019,5.934,0.018,14.639449,0.002768,0.991693,,,0.00684
Gaia EDR3 5522212595496190592,264.110381275,-1.6035123803,130.64650983951,-44.90068513293,0.5732,0.1116,-5.312,0.12,4.852,0.136,18.221294,0.003232,1.930342,,,0.03857
Gaia EDR3 5522212659913894016,264.1201338946,-1.5718886833,130.69014612721,-44.88887246257,0.4732,0.1327,-4.606,0.136,4.128,0.163,18.489954,0.003262,1.762592,,,0.039429
Gaia EDR3 5522212664215690240,264.122841733,-1.5828395915,130.68033017679,-44.89775465656,0.4666,0.0171,-5.195,0.018,5.155,0.019,14.695672,0.002767,0.780454,,,0.007027
Gaia EDR3 5522212732935152896,264.1058019503,-1.5778374227,130.67107071359,-44.88125856985,0.2252,0.0186,-4.354,0.02,4.76,0.021,14.899269,0.002788,2.489687,,,0.007625
Gaia EDR3 5522212762987964672,264.1029888822,-1.618213294,130.62373377884,-44.90391965633,0.3449,0.1111,-4.886,0.113,4.187,0.134,18.148737,0.003094,1.660973,,,0.030171
Gaia EDR3 5522212801654612352,264.0996116798,-1.602346793,130.63844362786,-44.89148719116,0.3713,0.0186,-5.493,0.02,4.076,0.02,14.978306,0.002768,1.339147,,,0.007302
Gaia EDR3 5522212900432060800,264.0938510545,-1.5930922159,130.64372575009,-44.88124998146,0.4666,0.0785,-5.107,0.084,4.825,0.082,17.752615,0.003394,1.534004,,,0.037039
Gaia EDR3 5522212973453296768,264.0845872996,-1.5938013188,130.63488710167,-44.87439241746,0.6081,0.0498,-5.42,0.052,5.548,0.052,16.880878,0.002837,1.603083,,,0.012279
Gaia EDR3 5522213042172818048,264.1152381637,-1.5569647872,130.70246975926,-44.87581776321,0.2298,0.0285,-4.672,0.03,4.85,0.032,15.439076,0.002796,1.631455,,,0.007986
Gaia EDR3 5522213278384081664,264.0888038903,-1.5235576014,130.71657806313,-44.83441389171,0.2261,0.1492,-6.318,0.151,5.686,0.187,18.652426,0.003261,1.904114,,,0.056511
Gaia EDR3 5522213347103552384,264.090303999,-1.5449790307,130.69409960797,-44.84880448134,0.3284,0.1305,-4.601,0.13,4.611,0.161,18.362886,0.00322,2.419401,,,0.065588
Gaia EDR3 5522213351410435200,264.0834232123,-1.5513635928,130.68102816475,-44.84732498818,0.4776,0.0266,-5.363,0.028,5.05,0.03,15.719837,0.002775,1.218874,,,0.007939
Gaia EDR3 5522213381463293824,264.0790051857,-1.565159323,130.66186511501,-44.85235022806,0.5193,0.1019,-5.319,0.108,5.048,0.118,18.040445,0.003607,1.739981,,,0.035581
Gaia EDR3 5522213420131367936,264.0744680998,-1.5490875848,130.67577328799,-44.83887317905,0.435,0.0649,-5.607,0.069,4.966,0.072,17.399328,0.002893,1.794191,,,0.016302
Gaia EDR3 5522213450182774784,264.0818273421,-1.523990088,130.71003283974,-44.82919095032,0.689,0.0613,-5.307,0.065,5.703,0.07,17.326738,0.002875,1.678661,,,0.020006
Gaia EDR3 5522213518902254592,264.0698392376,-1.5226705915,130.70107786165,-44.81894340885,0.5167,0.0724,-4.433,0.079,5.436,0.078,17.68846,0.002922,1.630507,,,0.019532
Gaia EDR3 5522213557568860544,264.0546959831,-1.5063097849,130.70607376273,-44.79693725556,0.2153,0.0602,-6.062,0.061,4.578,0.065,17.356974,0.0029,1.815334,,,0.021091
Gaia EDR3 5522213660648285056,264.2535781143,-1.5248619233,130.85870802204,-44.96478718584,0.5161,0.0122,-4.725,0.013,4.854,0.014,12.884011,0.002763,0.822014,,,0.006656
Gaia EDR3 5522213660648294656,264.2614546902,-1.520591129,130.87033219139,-44.96833638401,0.4826,0.0497,-4.811,0.052,5.098,0.057,16.881935,0.002836,1.58893,,,0.012156
Gaia EDR3 5522213695008030080,264.2520310719,-1.5081746767,130.87589351786,-44.95325575052,0.3241,0.0598,-4.73,0.062,4.896,0.065,16.250092,0.002898,1.352035,,,0.009696
Gaia EDR3 5522213866807001088,264.2403548906,-1.5174595642,130.85538538894,-44.94982065066,0.269,0.0226,-4.54,0.024,4.644,0.025,15.316955,0.002782,1.546868,,,0.007984
Gaia EDR3 5522213901157342976,264.2437254037,-1.5008197082,130.8768080869,-44.94218266821,0.2067,0.0752,-4.345,0.076,4.521,0.083,17.559492,0.002935,1.81776,,,0.025464
Gaia EDR3 5522213901166451072,264.2433357497,-1.5101638216,130.866091212,-44.94765332302,0.4748,0.0276,-4.739,0.029,5.243,0.031,15.688663,0.002775,1.11605,,,0.007783
Gaia EDR3 5522213931219244032,264.2362680096,-1.5273979168,130.84077753079,-44.95275074795,0.6575,0.145,-5.365,0.143,4.96,0.196,18.605663,0.003381,1.738758,,,0.048395
Gaia EDR3 5522213931219255936,264.2302586792,-1.5256216452,130.83750592636,-44.94693005233,0.3029,0.1609,-4.462,0.159,5.912,0.206,18.742802,0.003392,1.849155,,,0.091565
Gaia EDR3 5522213935526161664,264.2279550573,-1.5247615212,130.83645102997,-44.94458798679,0.326,0.0209,-5.456,0.022,4.066,0.024,15.062928,0.002779,2.116363,,,0.007432
Gaia EDR3 5522213999938746368,264.2380177056,-1.48931429,130.88459800089,-44.93058432645,0.3136,0.1689,-4.51,0.172,5.971,0.187,18.915394,0.003615,1.756891,,,0.053382
Gaia EDR3 5522214038605412864,264.2324336829,-1.4727387031,130.89811909308,-44.91594684882,0.2351,0.1813,-6.014,0.196,4.637,0.196,17.803701,0.003919,1.754021,,,0.017938
Gaia EDR3 5522214068658241024,264.2157424537,-1.4894371677,130.86501799252,-44.9131586094,0.2098,0.1222,-5.495,0.127,5.671,0.159,18.318157,0.003093,1.978951,,,0.032634
Gaia EDR3 5522214485278328064,264.2225272392,-1.4664707167,130.89642521669,-44.90428830605,0.5599,0.1655,-4.763,0.163,4.535,0.191,18.682835,0.003546,1.849865,,,0.067837
Gaia EDR3 5522214790212762368,264.1945145005,-1.4979931542,130.83700291946,-44.9017640957,0.3084,0.1619,-5.271,0.164,5.541,0.216,18.730242,0.00344,1.912085,,,0.06384
Gaia EDR3 5522214996371193600,264.1879501479,-1.5048396704,130.82367881282,-44.90083447593,0.2258,0.1835,-5.287,0.187,4.57,0.224,18.878952,0.003508,1.853037,,,0.062434
Gaia EDR3 5522215069397482752,264.1727787585,-1.4967794543,130.81940038162,-44.88392905132,0.2148,0.0159,-4.351,0.016,4.666,0.018,14.353291,0.002779,2.768627,,,0.007389
Gaia EDR3 5522215241196228992,264.2041727008,-1.4649796063,130.88206122136,-44.88894693686,0.4132,0.1615,-5.179,0.169,4.638,0.206,18.781242,0.003431,1.788351,,,0.068292
Gaia EDR3 5522217985673345536,264.1562867729,-1.5058854185,130.79492327458,-44.87658732283,0.301,0.1257,-5.461,0.131,4.088,0.157,18.33045,0.003222,1.842955,,,0.042052
Gaia EDR3 5522218024334963584,264.1555615259,-1.4958509677,130.80542817281,-44.8698201099,0.5811,0.0157,-6.173,0.017,5.385,0.018,14.505673,0.002763,1.362672,,,0.006892
Gaia EDR3 5522218226186703232,264.1254755274,-1.4620356464,130.81673431248,-44.82528039987,0.52,0.1762,-5.438,0.191,5.338,0.214,18.849766,0.003682,1.749992,,,0.05257
Gaia EDR3 5522218230493386752,264.1310940577,-1.4627516212,130.82083279051,-44.83013948112,0.3461,0.0697,-5.015,0.077,5.253,0.079,17.547928,0.00291,2.085934,,,0.019658
Gaia EDR3 5522218260546386688,264.1348003343,-1.5103763786,130.7712267083,-44.86246380875,0.6025,0.1696,-4.81,0.174,5.823,0.22,18.863596,0.003656,1.774416,,,0.057081
Gaia EDR3 5522218264853090048,264.1268067129,-1.5119776693,130.76249090231,-44.85716533684,0.4788,0.0851,-5.552,0.093,4.406,0.097,17.913036,0.002971,1.758995,,,0.024364
Gaia EDR3 5522218436651802752,264.120333258,-1.4658179896,130.80806366337,-44.82357413375,0.2864,0.0785,-5.273,0.094,5.854,0.087,17.463905,0.003041,1.971249,,,0.023767
Gaia EDR3 5522219119539907712,264.1000101959,-1.4860982734,130.76788744245,-44.8201158874,0.2649,0.1701,-5.677,0.178,4.099,0.221,18.746988,0.003347,2.098551,,,0.074848
Gaia EDR3 5522219123846526720,264.0962961063,-1.4901351878,130.76017891892,-44.81968648126,0.6988,0.09,-6.063,0.099,4.099,0.109,17.99341,0.002993,2.059627,,,0.036814
Gaia EDR3 5522219222619143168,264.098450264,-1.4688568072,130.78565005617,-44.80824485283,0.2338,0.0578,-4.819,0.061,5.948,0.067,17.255686,0.002876,1.833244,,,0.021426
Gaia EDR3 5522219295645206400,264.0781203865,-1.4750039959,130.76115233091,-44.7960515141,0.4801,0.0185,-5.114,0.019,5.015,0.021,14.650818,0.002766,0.847343,,,0.006938
Gaia EDR3 5522219325698396928,264.0709206754,-1.4630993869,130.76808976024,-44.78304072068,0.2413,0.1662,-4.358,0.171,5.627,0.214,18.734491,0.003599,,,,
Gaia EDR3 5522219394417522304,264.063862235,-1.4875180875,130.73488143452,-44.79255811496,0.3129,0.1663,-4.618,0.158,5.692,0.201,18.840551,0.004023,1.771057,,,0.05876
Gaia EDR3 5522219433084132480,264.0596717554,-1.4948764626,130.7230791397,-44.79380070227,0.5168,0.0265,-4.513,0.027,5.706,0.03,14.912305,0.002793,1.138966,,,0.007008
Gaia EDR3 5522219497496739840,264.0583106069,-1.4641458451,130.75596842344,-44.77376853028,0.2129,0.1224,-5.379,0.12,5.102,0.146,18.227846,0.003104,1.742529,,,0.029949
Gaia EDR3 5522302274415264128,264.1436979736,-1.8632853922,130.38575876802,-45.08666385299,0.3264,0.0511,-4.811,0.055,5.219,0.058,16.63194,0.00298,,,,
Gaia EDR3 5522303339567092864,264.0890878209,-1.8789973533,130.32079219729,-45.05318582109,0.3069,0.0495,-4.351,0.054,4.643,0.055,16.913143,0.002833,1.372101,,,0.012517
Gaia EDR3 5522303683166771200,264.0516389658,-1.8640131587,130.30508692953,-45.01442675871,0.376,0.1298,-4.776,0.135,5.41,0.172,18.559977,0.003326,2.104321,,,0.049352
Gaia EDR3 5522303820603563904,264.1262505019,-1.8511846147,130.38413926434,-45.06546915026,0.6393,0.0353,-5.274,0.039,5.721,0.04,16.14046,0.002792,1.189065,,,0.009022
Gaia EDR3 5522303923682713472,264.1247837714,-1.8046072829,130.43491433438,-45.03572322813,0.6023,0.0423,-4.823,0.049,5.752,0.048,16.570421,0.002822,1.319039,,,0.010353
Gaia EDR3 5522303923682716928,264.1402534705,-1.815956764,130.43567337648,-45.05489601812,0.4783,0.0396,-5.779,0.046,5.521,0.047,15.405112,0.002784,1.602207,,,0.007587
Gaia EDR3 5522303953734189824,264.1171230978,-1.8234361018,130.40722850768,-45.0412381019,0.2921,0.1358,-6.041,0.147,5.109,0.182,18.584768,0.003249,1.646927,,,0.039446
Gaia EDR3 5522303992404440320,264.1108155703,-1.8013259203,130.42644994282,-45.02268872003,0.5723,0.1336,-5.282,0.144,4.913,0.16,17.873566,0.003341,1.843103,,,0.042052
Gaia EDR3 5522304095481364608,264.0988076325,-1.8512053076,130.36029860136,-45.04382015274,0.2198,0.135,-4.659,0.145,4.108,0.18,18.57612,0.003262,1.807434,,,0.042373
Gaia EDR3 5522304095483650560,264.1038233638,-1.8478667765,130.36838237551,-45.04573183001,0.2261,0.0737,-4.537,0.083,5.709,0.082,17.62805,0.002908,1.758787,,,0.021521
Gaia EDR3 5522304164200870016,264.1127250621,-1.8177891448,130.40971925942,-45.03430171334,0.4713,0.0335,-4.906,0.04,5.905,0.039,16.105982,0.002856,1.254195,,,0.01024
Gaia EDR3 5522304198560607744,264.1039770872,-1.804022838,130.41750172196,-45.01894897323,0.2994,0.0707,-5.223,0.078,5.32,0.078,17.319296,0.002918,1.532726,,,0.013529
Gaia EDR3 5522304228623574912,264.0971599262,-1.8151328618,130.39917677111,-45.02038888175,0.54,0.0982,-4.85,0.109,5.272,0.134,18.124235,0.003055,1.584814,,,0.021523
Gaia EDR3 5522304228623575168,264.0929991748,-1.8178831892,130.39249431387,-45.01879313446,0.274,0.0904,-5.255,0.1,4.376,0.101,17.95507,0.002977,1.459425,,,0.022837
Gaia EDR3 5522304262971929600,264.0894139896,-1.8082255775,130.40017009439,-45.01003721235,0.4726,0.1502,-4.529,0.164,5.803,0.2,18.703112,0.003357,1.568174,,,0.075255
Gaia EDR3 5522304297331610880,264.1277504368,-1.7884782687,130.45550272779,-45.02815798623,0.2667,0.0479,-5.075,0.052,4.45,0.052,16.82076,0.002828,1.420023,,,0.01158
Gaia EDR3 5522304301639841280,264.133390217,-1.793445315,130.45485578787,-45.03565722412,0.4769,0.057,-4.895,0.063,5.815,0.065,17.163736,0.002866,1.402861,,,0.015893
Gaia EDR3 5522304370359308032,264.1070848119,-1.7847018858,130.44177205182,-45.00953782771,0.3412,0.0882,-4.512,0.097,4.055,0.096,17.957008,0.002953,1.643143,,,0.022814
Gaia EDR3 5522304370359308160,264.11252157,-1.7944774537,130.43557853574,-45.01982963263,0.3782,0.1331,-4.866,0.139,4.911,0.173,18.521961,0.003317,1.740532,,,0.043142
Gaia EDR3 5522304507798264192,264.0978685876,-1.7615112664,130.45965162058,-44.98802466853,0.3345,0.1613,-5.476,0.174,5.435,0.217,18.825998,0.003399,1.721447,,,0.060453
Gaia EDR3 5522304537855313024,264.103857166,-1.7417438878,130.4869014906,-44.98060187833,0.3873,0.107,-5.187,0.116,5.119,0.146,18.193441,0.003393,1.804029,,,0.039608
Gaia EDR3 5522304610877470592,264.0939225305,-1.7771591111,130.43876527523,-44.99452277727,0.3785,0.0519,-4.64,0.057,4.138,0.058,17.009914,0.002834,1.375357,,,0.013785
Gaia EDR3 5522304713956761984,264.0946958151,-1.7567114515,130.46225208925,-44.98257377236,0.5332,0.0678,-5.357,0.076,4.954,0.072,17.442928,0.002909,1.34132,,,0.016549
Gaia EDR3 5522304748316425600,264.0828699424,-1.7498328781,130.45966006992,-44.96902117104,0.2832,0.1224,-4.523,0.143,5.837,0.145,18.358185,0.003178,1.61101,,,0.032458
Gaia EDR3 5522305091913760128,264.052466887,-1.7928456253,130.38529838154,-44.97144104662,0.4696,0.0208,-4.855,0.023,4.972,0.025,15.168342,0.00277,1.02353,,,0.007117
Gaia EDR3 5522305091913760512,264.0547828129,-1.7969076942,130.38277193873,-44.97576126153,0.503,0.0378,-6.052,0.039,4.818,0.044,16.342556,0.00291,1.383218,,,0.010612
Gaia EDR3 5522305156325177216,264.0513103671,-1.8328449877,130.33963174705,-44.995062116,0.3537,0.1548,-4.427,0.162,4.886,0.209,18.820877,0.003409,1.701111,,,0.060068
Gaia EDR3 5522305194992934272,264.0452312917,-1.8377055843,130.32893425998,-44.99324199023,0.3734,0.0113,-5.535,0.013,4.193,0.013,13.532767,0.002763,1.863166,13.61,2.66,0.006765
Gaia EDR3 5522305229352669312,264.0375549164,-1.8278638995,130.33327722121,-44.98114693548,0.4039,0.0267,-5.047,0.029,5.278,0.03,15.768971,0.002776,1.385866,,,0.008058
Gaia EDR3 5522305328123932544,264.0378080209,-1.8138061308,130.34919510424,-44.97272711547,0.2479,0.0182,-5.454,0.02,5.311,0.022,14.803259,0.002771,1.99628,,,0.007383
Gaia EDR3 5522305332431904128,264.0399582873,-1.8046876296,130.36123858793,-44.96883232661,0.6214,0.0112,-4.737,0.012,4.478,0.014,13.531664,0.002762,0.831212,,,0.00675
Gaia EDR3 5522305366791784960,264.0283723849,-1.7906330832,130.36688719605,-44.95106562684,0.3411,0.0726,-6.193,0.077,5.78,0.08,17.65557,0.002929,1.500336,,,0.018558
Gaia EDR3 5522305396842646528,264.0669734103,-1.7924974733,130.39826487053,-44.98267591413,0.3053,0.0552,-5.934,0.063,4.276,0.06,17.098852,0.002864,1.990555,,,0.016764
Gaia EDR3 5522305504230635264,264.0494544271,-1.763608519,130.41530925272,-44.9511201276,0.3839,0.0483,-4.353,0.049,5.436,0.051,16.759043,0.002819,1.280487,,,0.011091
Gaia EDR3 5522305538590392320,264.0676082837,-1.7624461182,130.43234920812,-44.96472925973,0.448,0.0354,-4.854,0.04,5.973,0.038,16.238186,0.002795,1.176498,,,0.009682
Gaia EDR3 5522305774809402240,264.0267512161,-1.7649601006,130.39412409868,-44.93403449557,0.5302,0.0915,-5.409,0.091,4.594,0.094,17.882309,0.003003,1.529432,,,0.02582
Gaia EDR3 5522305843520167808,264.0234223468,-1.7377780619,130.42154704805,-44.91472303133,0.3831,0.1506,-4.774,0.155,4.957,0.209,18.74198,0.003333,1.742193,,,0.044416
Gaia EDR3 5522305847828006528,264.0219843065,-1.7320178559,130.42672106173,-44.91005185445,0.4293,0.0769,-5.327,0.083,5.576,0.082,17.773834,0.003064,1.640364,,,0.022728
Gaia EDR3 5522305847830304000,264.0338984693,-1.735333387,130.43335161167,-44.92148703572,0.3723,0.0527,-4.803,0.056,4.772,0.056,16.988413,0.00283,1.619093,,,0.013304
Gaia EDR3 5522306672452426752,264.0281664803,-1.852179154,130.29798204282,-44.98863560433,0.2293,0.0734,-5.215,0.112,4.822,0.105,17.081318,0.002928,,,,
Gaia EDR3 5522306706821365120,264.0229239799,-1.8731900698,130.26996047153,-44.99736562211,0.2263,0.052,-4.859,0.057,5.892,0.058,17.092144,0.002849,1.745104,,,0.014895
Gaia EDR3 5522306943031628288,264.0093236139,-1.8570189812,130.27626193972,-44.97671580622,0.4782,0.0986,-4.961,0.103,5.341,0.116,18.008945,0.003039,1.652456,,,0.024129
Gaia EDR3 5522306943031675648,263.9981729689,-1.8482141058,130.27644997339,-44.96251316319,0.4747,0.118,-4.57,0.126,5.872,0.149,18.379055,0.003098,2.067368,,,0.034093
Gaia EDR3 5522306981699233664,263.9908767966,-1.8665619471,130.24963780457,-44.96798484194,0.5488,0.0373,-5.549,0.041,4.6,0.04,16.405891,0.002805,1.275705,,,0.009424
Gaia EDR3 5522306981699244032,263.9957825525,-1.8595174143,130.2617533019,-44.96754754395,0.4822,0.1384,-5.309,0.155,4.369,0.159,18.049414,0.004087,1.732651,,,0.028449
Gaia EDR3 5522307771973207296,263.9766476294,-1.850427976,130.25535757006,-44.94686188999,0.4497,0.0609,-5.565,0.07,4.461,0.068,17.415363,0.002927,1.450758,,,0.016417
Gaia EDR3 5522308184290149632,264.0239038631,-1.8287373352,130.32047797275,-44.9709026429,0.6175,0.095,-6.059,0.1,4.704,0.116,18.058998,0.003026,1.717506,,,0.032191
Gaia EDR3 5522308184290162176,264.0324842709,-1.8278741056,130.32887340405,-44.97714924491,0.2759,0.0141,-6.303,0.016,5.049,0.017,14.07307,0.002816,0.875202,,,0.007422
Gaia EDR3 5522308184290163712,264.0316244271,-1.8232184987,130.33332798013,-44.97361610075,0.4875,0.014,-5.304,0.015,5.244,0.017,14.215318,0.00277,0.629783,,,0.006761
Gaia EDR3 5522308321729280384,264.0136845724,-1.7974062639,130.34660678386,-44.94362446847,0.4718,0.1139,-5.175,0.115,4.32,0.168,18.301762,0.003354,1.545744,,,0.045084
Gaia EDR3 5522308356088839552,264.0137982382,-1.8119411432,130.33048170052,-44.9526261935,0.3078,0.0429,-4.977,0.047,5.931,0.049,16.018944,0.00281,1.245129,,,0.008512
Gaia EDR3 5522308356088839680,264.0157347073,-1.8155198867,130.32816311522,-44.95634927984,0.3019,0.1261,-5.465,0.132,4.411,0.168,18.436056,0.003179,1.747168,,,0.040111
Gaia EDR3 5522308356089014656,264.000713479,-1.8079636179,130.32359394603,-44.93985529916,0.59,0.0127,-5.491,0.013,4.97,0.016,13.993736,0.002763,1.071663,,,0.006743
Gaia EDR3 5522308386140786048,263.9957616903,-1.7886699048,130.34083807039,-44.9241164766,0.2973,0.1204,-4.484,0.122,5.931,0.158,18.380463,0.003123,1.533436,,,0.030084
Gaia EDR3 5522308459168027136,263.9961244804,-1.8172216757,130.30928773828,-44.94190578742,0.2154,0.1452,-4.932,0.154,5.33,0.2,18.798336,0.003329,1.773542,,,0.04931
Gaia EDR3 5522308459168033152,264.001551766,-1.8205415155,130.31027852769,-44.9482268093,0.2567,0.1026,-5.179,0.112,4.124,0.138,18.207191,0.003088,2.046143,,,0.035993
Gaia EDR3 5522308489219922176,263.9936598478,-1.8413494441,130.2802130496,-44.95474269742,0.415,0.1311,-5.054,0.143,5.193,0.171,18.615627,0.003231,1.622482,,,0.043215
Gaia EDR3 5522308527887478272,263.9762549986,-1.812977735,130.29683403014,-44.92361147625,0.381,0.0805,-4.925,0.089,5.659,0.088,17.87053,0.002941,1.511003,,,0.027074
Gaia EDR3 5522308562247439360,263.9872011207,-1.811697323,130.30773276277,-44.93147250679,0.363,0.0781,-4.917,0.082,4.17,0.09,17.735048,0.002935,1.619341,,,0.022201
Gaia EDR3 5522308592307850880,263.9881425806,-1.7932772495,130.32910337332,-44.92092524079,0.3018,0.1535,-5.391,0.158,5.87,0.203,18.747597,0.003441,1.588167,,,0.039042
Gaia EDR3 5522308630966705536,263.9802132818,-1.8038167912,130.3104820743,-44.92112383529,0.3137,0.0191,-4.548,0.021,4.342,0.023,14.9568,0.00277,1.241603,,,0.007126
