# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5522209846717168256" 11.58098 0.38390 4.78643 0.80495 1.65628 1.20205 0.57
"Gaia EDR3 5522209606198977152" 11.78475 0.51283 4.63870 0.70840 1.61015 1.16986 0.59
"Gaia EDR3 5522210976281286144" 11.86906 0.38663 4.56747 0.66562 1.50249 1.12909 0.56
"Gaia EDR3 5522210087235298816" 12.55081 0.49192 3.90711 0.45814 1.31627 0.90437 0.59
"Gaia EDR3 5522209842415261312" 12.74031 0.53047 3.69676 0.38520 1.18846 0.83507 0.58
"Gaia EDR3 5522207334149027200" 12.74710 0.54917 3.68738 0.38423 1.19000 0.83329 0.58
"Gaia EDR3 5522210014208615680" 12.77680 0.64220 3.66234 0.37696 1.24647 0.82636 0.57
"Gaia EDR3 5522209606199436800" 12.81922 0.55058 3.62847 0.37235 1.13919 0.79770 0.57
"Gaia EDR3 5522209984156125312" 12.90759 0.58611 3.54447 0.35377 1.15211 0.78846 0.57
"Gaia EDR3 5522210121595047680" 12.94430 0.51512 3.51297 0.34893 1.07430 0.76012 0.54
"Gaia EDR3 5522211461624887040" 13.31307 0.61165 3.15878 0.29346 1.02617 0.71517 0.55
"Gaia EDR3 5522209777997707776" 13.34019 0.55877 3.13230 0.27416 0.97820 0.70135 0.51
"Gaia EDR3 5522209984156125184" 13.53556 0.59793 2.94665 0.25744 0.94710 0.67162 0.53
"Gaia EDR3 5522210190314543872" 14.19836 0.75821 2.35647 0.18085 0.81255 0.54259 0.57
"Gaia EDR3 5522211014948240128" 14.20529 0.69131 2.35764 0.18092 0.72025 0.52194 0.53
"Gaia EDR3 5522210224674267136" 14.23639 0.64000 2.33943 0.17814 0.64430 0.48258 0.48
"Gaia EDR3 5522210980588498816" 14.37373 0.61029 2.23628 0.14847 0.55902 0.43543 0.46
"Gaia EDR3 5522210155954802688" 14.46055 0.75550 2.16474 0.13517 0.69758 0.46971 0.55
"Gaia EDR3 5522210121595044864" 14.54016 0.67844 2.12128 0.12613 0.56599 0.41576 0.47
"Gaia EDR3 5522210911869001600" 14.67382 0.70898 2.03747 0.11269 0.52471 0.39445 0.46
"Gaia EDR3 5522206582542096640" 14.69150 1.05014 1.97945 0.10444 0.87142 0.46838 0.56
"Gaia EDR3 5522212664215690240" 14.69567 0.78045 2.01229 0.11103 0.61343 0.43049 0.52
"Gaia EDR3 5522209640558713344" 14.78531 0.93175 1.94242 0.09946 0.75788 0.45647 0.58
"Gaia EDR3 5522209911129590784" 14.91984 0.78519 1.89754 0.09641 0.50105 0.37372 0.46
"Gaia EDR3 5522210052875579264" 14.98395 0.82734 1.85986 0.09387 0.52461 0.38421 0.49
"Gaia EDR3 5522209331321089536" 15.17431 0.99684 1.74884 0.08599 0.63093 0.41924 0.57
