EDR3Name GLON GLAT RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP RVDR2 e_RVDR2 e_BP-RP probs_final sel memb_probs
"Gaia EDR3 5522400611981667328" 264.0601741742 -1.5944434989 130.61296745762 -44.85556201166 0.5536 0.0479 -4.363 0.05 2.967 0.051 16.889072 0.002835 1.415985 "" "" 0.01011 1.0 1 1.0
"Gaia EDR3 5522400749420625024" 264.0563810029 -1.5708353078 130.63590652531 -44.83803442009 0.5304 0.0129 -4.375 0.013 3.017 0.014 13.88712 0.002763 0.919822 "" "" 0.006805 1.0 1 1.0
"Gaia EDR3 5522400818140088448" 264.0473804591 -1.5992493308 130.5965186445 -44.84844390352 0.5173 0.0247 -4.354 0.026 2.961 0.027 15.533707 0.002776 1.183561 "" "" 0.00738 1.0 1 1.0
"Gaia EDR3 5522401161737487232" 264.0429573846 -1.5397632102 130.65875505026 -44.80832083083 0.5544 0.049 -4.448 0.05 2.962 0.051 16.88019 0.002828 1.491722 "" "" 0.012437 1.0 1 1.0
"Gaia EDR3 5522401397951881728" 264.0199685796 -1.5536811542 130.62335024252 -44.79879395265 0.4993 0.0591 -4.375 0.061 2.946 0.064 17.267483 0.002885 1.61911 "" "" 0.019536 1.0 1 1.0
"Gaia EDR3 5522401436615377536" 264.0084019204 -1.5303569181 130.63920341741 -44.77531811206 0.5141 0.0627 -4.233 0.063 3.047 0.071 17.465364 0.003021 1.673424 "" "" 0.021105 1.0 1 1.0
"Gaia EDR3 5522401707189512064" 264.0057941098 -1.5948505991 130.56532908882 -44.8129733302 0.5209 0.0935 -4.587 0.093 3.005 0.102 17.994616 0.003049 1.699648 "" "" 0.028627 1.0 1 1.0
"Gaia EDR3 5522401775908853120" 264.0120919868 -1.569316849 130.59915506457 -44.80221857161 0.5028 0.0112 -4.359 0.011 3.046 0.011 13.314991 0.002761 0.784294 "" "" 0.006705 1.0 1 1.0
"Gaia EDR3 5522401780212749056" 264.0066171418 -1.5635610424 130.60079826594 -44.79436228252 0.492 0.0297 -4.43 0.031 3.066 0.032 16.017754 0.002786 1.219728 "" "" 0.008042 1.0 1 1.0
"Gaia EDR3 5522401986371301248" 263.9735818553 -1.595695834 130.53647163145 -44.78810841087 0.4901 0.0169 -4.319 0.019 2.963 0.018 14.599125 0.002768 0.872195 "" "" 0.006966 1.0 1 1.0
"Gaia EDR3 5522402055090633728" 263.9709018453 -1.5568593998 130.57727686672 -44.76210117134 0.4907 0.056 -4.429 0.057 2.959 0.057 17.151194 0.002854 1.389149 "" "" 0.014948 1.0 1 1.0
"Gaia EDR3 5522402119506457088" 263.9608889271 -1.5622906155 130.56257299816 -44.75755427963 0.4839 0.1223 -4.479 0.119 3.058 0.16 18.40562 0.003181 1.716625 "" "" 0.038344 1.0 1 1.0
"Gaia EDR3 5522402192529613952" 264.0009689828 -1.5381741275 130.62408113144 -44.77428026802 0.5177 0.0723 -4.481 0.075 2.936 0.08 17.678799 0.002946 1.575428 "" "" 0.022435 1.0 1 1.0
"Gaia EDR3 5522402639206190336" 263.954915539 -1.5188371511 130.60561193141 -44.726100538 0.4486 0.0309 -4.387 0.031 2.977 0.035 16.06074 0.002795 1.399406 "" "" 0.009683 1.0 1 1.0
"Gaia EDR3 5522404185394323200" 263.8846263088 -1.6883780596 130.35648420982 -44.77486798459 0.5173 0.0187 -4.338 0.02 3.142 0.021 15.008162 0.002766 0.957472 "" "" 0.006883 1.0 1 1.0
"Gaia EDR3 5522405113107330048" 263.944025983 -1.5647734939 130.54521286213 -44.74579338953 0.5005 0.0144 -4.297 0.015 3.063 0.016 13.320152 0.002762 0.670085 "" "" 0.006676 1.0 1 1.0
"Gaia EDR3 5522406556216315136" 263.8855260475 -1.5360925585 130.52641729837 -44.68204440781 0.4491 0.0451 -4.414 0.048 2.989 0.049 16.801174 0.002824 1.355301 "" "" 0.010093 1.0 1 1.0
"Gaia EDR3 5522407037252792064" 263.8316555673 -1.499083669 130.52088407864 -44.61682052101 0.4938 0.0284 -4.371 0.032 3.006 0.029 15.820426 0.002782 1.219407 "" "" 0.00769 1.0 1 1.0
"Gaia EDR3 5522407105968588672" 264.045814901 -1.4988164933 130.70667066103 -44.78532737342 0.5072 0.1353 -4.224 0.13 3.05 0.166 18.445253 0.003292 1.710907 "" "" 0.064143 1.0 1 1.0
"Gaia EDR3 5522407445265923328" 263.9990439764 -1.4904525023 130.67534377539 -44.74335995318 0.491 0.0963 -4.407 0.099 3.139 0.104 17.991295 0.003039 1.861286 "" "" 0.031358 1.0 1 1.0
"Gaia EDR3 5522407793167011968" 264.024627848 -1.4164145184 130.77957446783 -44.71781322615 0.4947 0.0619 -4.461 0.068 3.024 0.066 17.37255 0.002904 1.602524 "" "" 0.020202 1.0 1 1.0
"Gaia EDR3 5522408372978946304" 263.9732887847 -1.4447225787 130.70367203692 -44.69489407141 0.4832 0.0827 -4.529 0.085 2.908 0.095 17.787937 0.003008 1.713047 "" "" 0.023154 1.0 1 1.0
"Gaia EDR3 5522408617800740352" 263.9427225276 -1.4534093967 130.66755487505 -44.67619178117 0.511 0.0142 -4.273 0.014 3.072 0.016 14.054353 0.002761 1.021672 "" "" 0.006716 1.0 1 1.0
"Gaia EDR3 5522411538378506368" 263.9191378936 -1.4683531816 130.63057588852 -44.66683081179 0.4627 0.0267 -4.392 0.027 2.969 0.029 15.630051 0.00278 1.220777 "" "" 0.007822 1.0 1 1.0
"Gaia EDR3 5522411710177195008" 263.9043924161 -1.455838425 130.63166910984 -44.64750978789 0.4971 0.0129 -4.33 0.015 2.965 0.014 13.751015 0.002761 0.982873 "" "" 0.006684 1.0 1 1.0
"Gaia EDR3 5522411710177195136" 263.9099684407 -1.4560615716 130.63624904342 -44.65203810587 0.5227 0.0095 -4.406 0.01 3.081 0.011 12.363434 0.00276 0.921763 "" "" 0.006634 1.0 1 1.0
"Gaia EDR3 5522412053774310528" 263.9051749148 -1.4177841818 130.67446390888 -44.62467541848 0.5375 0.0158 -4.38 0.017 3.052 0.018 11.143325 0.002779 2.501399 24.32 0.3 0.006734 1.0 1 1.0
"Gaia EDR3 5522412118190586112" 263.8928321859 -1.4273268356 130.65322091487 -44.62084034138 0.4917 0.0839 -4.483 0.086 3.074 0.099 17.821682 0.003035 1.724924 "" "" 0.025612 1.0 1 1.0
"Gaia EDR3 5522422013795377152" 263.6791512947 -1.6299978457 130.24433947842 -44.57679354443 0.4893 0.1126 -4.382 0.128 3.097 0.147 18.295488 0.003203 1.640099 "" "" 0.032415 1.0 1 1.0
"Gaia EDR3 5522425350993014272" 263.7809651281 -1.3899552043 130.59784987934 -44.50972292924 0.4793 0.0156 -4.43 0.018 3.01 0.017 14.144032 0.002762 0.933799 "" "" 0.006804 1.0 1 1.0
"Gaia EDR3 5522433627389055744" 263.9698700099 -1.2382308048 130.9288663322 -44.56463788601 0.5199 0.0416 -4.422 0.042 3.125 0.05 16.509136 0.002802 1.434686 "" "" 0.009763 1.0 1 1.0
"Gaia EDR3 5522438304615110656" 263.8203818638 -1.2181294244 130.82144030855 -44.43475495686 0.4768 0.0382 -4.319 0.039 3.015 0.043 16.149044 0.002798 1.479902 "" "" 0.009968 1.0 1 1.0
"Gaia EDR3 5522095325714583936" 264.4673823566 -1.9809790083 130.53607005608 -45.41424224898 0.5811 0.0629 -4.491 0.073 2.917 0.07 17.32692 0.00294 1.584971 "" "" 0.017489 0.96 1 0.96
"Gaia EDR3 5522097864027753088" 264.4489761788 -1.830208942 130.68904714009 -45.30692811777 0.4775 0.058 -4.276 0.057 3.034 0.058 17.262774 0.002864 1.502899 "" "" 0.014186 0.96 1 0.96
"Gaia EDR3 5522142742146605440" 264.5581341923 -1.6208090775 131.01887065911 -45.26330938971 0.4928 0.0185 -4.302 0.021 3.041 0.02 14.92305 0.002771 0.922357 "" "" 0.006977 0.96 1 0.96
"Gaia EDR3 5522183110535998336" 264.4543706687 -1.0810100496 131.52584203303 -44.8463173242 0.4933 0.1618 -4.308 0.16 2.934 0.195 18.903727 0.003395 2.051493 "" "" 0.059582 0.96 1 0.96
"Gaia EDR3 5522190605263996032" 264.4667229434 -1.655395006 130.89997343405 -45.21295211194 0.5087 0.0408 -4.494 0.042 3.07 0.044 16.579046 0.002814 1.310873 "" "" 0.009959 0.96 1 0.96
"Gaia EDR3 5522195896663590528" 264.3032352646 -1.5391352523 130.88623681443 -45.01262787453 0.542 0.0623 -4.274 0.067 2.916 0.066 17.168512 0.002914 1.462397 "" "" 0.012277 0.96 1 0.96
"Gaia EDR3 5522196613913923200" 264.4680288271 -1.4931185411 131.08182218547 -45.11347801696 0.4793 0.065 -4.316 0.068 2.987 0.071 17.441408 0.0029 1.404734 "" "" 0.020502 0.96 1 0.96
"Gaia EDR3 5522201905310783488" 264.298744767 -1.5041914423 130.9211413532 -44.98748710952 0.5664 0.0851 -4.46 0.09 2.888 0.09 17.746065 0.002992 1.522669 "" "" 0.02448 0.96 1 0.96
"Gaia EDR3 5522202489426409088" 264.2738572812 -1.4259435417 130.98621854445 -44.91951094118 0.5925 0.0583 -4.37 0.064 2.999 0.069 17.218271 0.002879 1.427994 "" "" 0.01516 0.96 1 0.96
"Gaia EDR3 5522203627596208128" 264.2841212797 -1.3284176837 131.10322194279 -44.86710678691 0.5528 0.0626 -4.276 0.069 2.826 0.07 17.160456 0.003008 1.419924 "" "" 0.042427 0.96 1 0.96
"Gaia EDR3 5522205826628221440" 264.2754968132 -1.6638867784 130.72314382247 -45.06786186551 0.4184 0.0268 -4.348 0.031 2.946 0.029 15.637193 0.002778 1.189737 "" "" 0.007863 0.96 1 0.96
"Gaia EDR3 5522208437967931264" 264.2046767138 -1.6349836268 130.69357160243 -44.99430957321 0.4758 0.0256 -4.331 0.027 2.968 0.029 15.614642 0.002878 1.12663 "" "" 0.012961 0.96 1 0.96
"Gaia EDR3 5522208502380325120" 264.2088213965 -1.6100864955 130.72489628746 -44.98221772296 0.6144 0.1452 -4.434 0.145 2.931 0.186 18.665936 0.003353 1.826681 "" "" 0.045479 0.96 1 0.96
"Gaia EDR3 5522208541047176832" 264.2074740601 -1.5893324634 130.74681130086 -44.96835400451 0.4873 0.0654 -4.242 0.069 2.963 0.074 17.41776 0.002892 1.630119 "" "" 0.024439 0.96 1 0.96
"Gaia EDR3 5522208541047551744" 264.2099226644 -1.5838843847 130.75500559252 -44.96691821487 0.4631 0.0745 -4.365 0.078 3.085 0.083 17.638578 0.002923 1.67041 "" "" 0.019185 0.96 1 0.96
"Gaia EDR3 5522208815925128576" 264.2213741413 -1.5399117904 130.81387644865 -44.94877463776 0.5612 0.0376 -4.344 0.037 2.951 0.041 16.268103 0.0028 1.339475 "" "" 0.010008 0.96 1 0.96
"Gaia EDR3 5522209125162722816" 264.1771107256 -1.5456068161 130.76895524951 -44.91748644343 0.5211 0.0119 -4.471 0.013 3.168 0.014 12.729259 0.002761 0.863688 "" "" 0.006665 0.96 1 0.96
"Gaia EDR3 5522210155954803072" 264.1749366765 -1.6550751614 130.64529496758 -44.98328060205 0.5006 0.0386 -4.347 0.039 3.054 0.037 16.228313 0.0028 1.204388 "" "" 0.0095 0.96 1 0.96
"Gaia EDR3 5522211255466375040" 264.1104892162 -1.6534825812 130.59100671316 -44.93154326096 0.5359 0.0102 -4.284 0.01 3.145 0.011 12.676862 0.00276 0.696043 "" "" 0.006617 0.96 1 0.96
"Gaia EDR3 5522211495984629120" 264.1795602209 -1.6168095036 130.6919186767 -44.96333761789 0.499 0.0284 -4.289 0.031 3.175 0.033 15.849183 0.002779 1.294074 "" "" 0.008194 0.96 1 0.96
"Gaia EDR3 5522212629855948416" 264.1225403795 -1.5861226374 130.6764185089 -44.89954113238 0.4842 0.04 -4.432 0.041 3.1 0.044 16.513138 0.002814 1.392785 "" "" 0.011594 0.96 1 0.96
"Gaia EDR3 5522212969146415360" 264.0866857948 -1.5941176594 130.63635890291 -44.87623972173 0.5192 0.046 -4.19 0.048 2.97 0.045 16.697237 0.002825 1.525349 "" "" 0.012341 0.96 1 0.96
"Gaia EDR3 5522213175304851968" 264.1138435985 -1.5393389916 130.72083385182 -44.8638500578 0.5952 0.0647 -4.518 0.07 3.04 0.071 17.291578 0.002917 1.586372 "" "" 0.016166 0.96 1 0.96
"Gaia EDR3 5522214382202814976" 264.2266408662 -1.4224990649 130.94877814661 -44.88031225848 0.4455 0.0624 -4.46 0.063 3.08 0.069 17.329832 0.002919 1.458628 "" "" 0.015705 0.96 1 0.96
"Gaia EDR3 5522214858932244096" 264.2068919204 -1.4782669978 130.86969193353 -44.89929882963 0.4429 0.1196 -4.472 0.124 3.045 0.154 18.279873 0.003241 1.927059 "" "" 0.0515 0.96 1 0.96
"Gaia EDR3 5522215138116977024" 264.1771737283 -1.4748493372 130.84756522033 -44.87383316773 0.4726 0.0174 -4.489 0.019 3.086 0.02 14.652701 0.002774 0.906851 "" "" 0.007039 0.96 1 0.96
"Gaia EDR3 5522215305608869632" 264.1928652248 -1.4653269463 130.87181166493 -44.88027757708 0.5836 0.0578 -4.341 0.062 3.04 0.064 17.246185 0.002882 1.470982 "" "" 0.013451 0.96 1 0.96
"Gaia EDR3 5522219428777259136" 264.0617568755 -1.5035199971 130.71530347342 -44.80077286379 0.4654 0.1497 -4.531 0.142 2.972 0.181 18.713701 0.003329 1.835327 "" "" 0.04163 0.96 1 0.96
"Gaia EDR3 5522398687836282624" 264.0645111883 -1.7119058579 130.48601011237 -44.93123984552 0.4884 0.0198 -4.458 0.021 3.123 0.022 15.065757 0.002765 0.960102 "" "" 0.00703 0.96 1 0.96
"Gaia EDR3 5522400680701149184" 264.0603820487 -1.5753645931 130.63434933636 -44.8439750918 0.6331 0.0661 -4.433 0.069 3.019 0.069 17.536293 0.002892 1.597715 "" "" 0.019674 0.96 1 0.96
"Gaia EDR3 5522401436615379456" 264.0192702953 -1.5435645048 130.63397512992 -44.79201260925 0.4015 0.064 -4.361 0.065 2.879 0.072 17.445993 0.002908 1.57416 "" "" 0.039624 0.96 1 0.96
"Gaia EDR3 5522402845364585984" 263.993216289 -1.6951874732 130.44282562769 -44.86474018242 0.6011 0.0543 -4.444 0.062 3.003 0.058 17.169786 0.002873 1.491324 "" "" 0.014545 0.96 1 0.96
"Gaia EDR3 5522411877672389632" 263.8855578893 -1.4612718286 130.60935419383 -44.63602325691 0.5381 0.0988 -4.229 0.098 2.907 0.115 18.059034 0.003091 1.603388 "" "" 0.027414 0.96 1 0.96
"Gaia EDR3 5522417585692262656" 263.797841831 -1.6182392728 130.35955432069 -44.66333339059 0.5308 0.0308 -4.284 0.034 3.082 0.033 15.982964 0.002787 1.188031 "" "" 0.007826 0.96 1 0.96
"Gaia EDR3 5522419265016178304" 263.7778120116 -1.583440107 130.38091146568 -44.62617197681 0.4388 0.1153 -4.36 0.124 3.099 0.134 18.308596 0.00319 1.645124 "" "" 0.042086 0.96 1 0.96
"Gaia EDR3 5522195892356546944" 264.3018185772 -1.5440821967 130.87949848914 -45.01457365824 0.5558 0.1173 -4.297 0.115 3.07 0.147 18.22013 0.003115 1.576687 "" "" 0.034375 0.92 1 0.92
"Gaia EDR3 5522208227502393728" 264.2400224415 -1.6036901792 130.75922421405 -45.00281615525 0.4144 0.1122 -4.423 0.11 3.029 0.142 18.201874 0.003177 1.621109 "" "" 0.035687 0.92 1 0.92
"Gaia EDR3 5522208708546566784" 264.2243803234 -1.5732502991 130.77944005999 -44.97172527001 0.4086 0.0779 -4.446 0.082 2.941 0.09 17.764912 0.003003 1.582619 "" "" 0.021496 0.92 1 0.92
"Gaia EDR3 5522208712845896320" 264.2210330029 -1.5695629313 130.78062044934 -44.96681656319 0.5879 0.0522 -4.356 0.053 2.901 0.057 16.945124 0.002838 1.495516 "" "" 0.015061 0.92 1 0.92
"Gaia EDR3 5522209125162723712" 264.1763180119 -1.5420189403 130.77225063288 -44.91464829127 0.472 0.0162 -4.288 0.016 2.964 0.02 14.128348 0.002818 1.133319 "" "" 0.060344 0.92 1 0.92
"Gaia EDR3 5522210018515835264" 264.1764050491 -1.6853724608 130.61282159257 -45.00309714225 0.5651 0.0587 -4.418 0.062 2.851 0.059 17.007349 0.002935 1.595791 "" "" 0.014265 0.92 1 0.92
"Gaia EDR3 5522210220372425856" 264.1583629373 -1.6565444232 130.62923254569 -44.9711350315 0.5397 0.0465 -4.325 0.048 3.18 0.044 16.541597 0.002829 1.265571 "" "" 0.009646 0.92 1 0.92
"Gaia EDR3 5522214072965131648" 264.2184745141 -1.4846525415 130.872712605 -44.91234738316 0.58 0.0687 -4.363 0.076 2.878 0.077 15.560882 0.002898 1.289954 "" "" 0.007484 0.92 1 0.92
"Gaia EDR3 5522214863239462400" 264.2051377992 -1.473844964 130.87306804191 -44.89518667864 0.5186 0.0093 -4.233 0.009 3.074 0.01 12.301393 0.002759 0.686148 "" "" 0.00666 0.92 1 0.92
"Gaia EDR3 5522216478147140096" 264.2169668483 -1.3251549984 131.04811000444 -44.81241868744 0.6128 0.0727 -4.377 0.075 2.902 0.087 17.643805 0.002973 1.566292 "" "" 0.016369 0.92 1 0.92
"Gaia EDR3 5522218947741271296" 264.1098951958 -1.4186721917 130.85122362036 -44.78623947393 0.4768 0.0633 -4.317 0.063 2.968 0.068 17.361841 0.002897 1.446669 "" "" 0.017503 0.92 1 0.92
"Gaia EDR3 5522241114079942272" 264.1502399805 -1.2702551445 131.05052956925 -44.72604025203 0.4902 0.0232 -4.241 0.025 2.933 0.027 15.359147 0.002771 1.075978 "" "" 0.00731 0.92 1 0.92
"Gaia EDR3 5522242522829238528" 264.1299300573 -1.1706593272 131.14267344024 -44.64832259392 0.4738 0.0398 -4.44 0.042 2.914 0.044 16.31945 0.002811 1.295295 "" "" 0.010905 0.92 1 0.92
"Gaia EDR3 5522304713956761856" 264.0895414313 -1.7614930365 130.45244361385 -44.98144554834 0.4614 0.0192 -4.452 0.023 3.091 0.022 14.874057 0.002772 1.003269 "" "" 0.007028 0.92 1 0.92
"Gaia EDR3 5522400161001236864" 264.0209562471 -1.6421918954 130.52584465169 -44.85404479099 0.5094 0.1178 -4.268 0.123 3.166 0.149 18.43344 0.003174 1.682123 "" "" 0.041299 0.92 1 0.92
"Gaia EDR3 5522412702306170240" 263.8540762351 -1.4585180172 130.58517795575 -44.60952907943 0.5697 0.105 -4.348 0.106 3.093 0.123 18.04612 0.003128 1.716595 "" "" 0.043479 0.92 1 0.92
"Gaia EDR3 5522093710806986240" 264.5319139562 -1.7996911617 130.79595166529 -45.35334657218 0.6151 0.1871 -4.419 0.168 2.961 0.189 18.994173 0.003623 1.746719 "" "" 0.052117 0.88 1 0.88
"Gaia EDR3 5522139306172766336" 264.631168166 -1.7645664317 130.92255242539 -45.4096356367 0.3855 0.0169 -4.368 0.017 2.948 0.019 14.725137 0.002767 0.709077 "" "" 0.00737 0.88 1 0.88
"Gaia EDR3 5522208369248474368" 264.2197601053 -1.6324761743 130.7095105092 -45.00463354414 0.4168 0.02 -4.411 0.021 3.058 0.022 14.836733 0.002768 1.076853 "" "" 0.006964 0.88 1 0.88
"Gaia EDR3 5522211152387166336" 264.1242256691 -1.6597230875 130.59599977588 -44.94620560817 0.5791 0.0542 -4.324 0.054 2.953 0.053 16.923634 0.002852 1.333761 "" "" 0.013327 0.88 1 0.88
"Gaia EDR3 5522212698575408896" 264.1114393336 -1.598727252 130.65275063149 -44.89856992703 0.5319 0.026 -4.401 0.029 3.211 0.029 15.616781 0.002776 1.145444 "" "" 0.007751 0.88 1 0.88
"Gaia EDR3 5522212698575408768" 264.1095009377 -1.5953930275 130.65477238093 -44.89498936648 0.4975 0.0211 -4.178 0.022 2.967 0.023 15.183772 0.002767 1.011438 "" "" 0.007395 0.88 1 0.88
"Gaia EDR3 5522213931219248256" 264.2367415084 -1.5211018229 130.8481852072 -44.94923207367 0.6371 0.0932 -4.522 0.096 2.992 0.12 17.99535 0.003041 1.630619 "" "" 0.024542 0.88 1 0.88
"Gaia EDR3 5522213965579007360" 264.2314151647 -1.499119598 130.86794814681 -44.93145920361 0.5558 0.0523 -4.271 0.059 3.147 0.057 17.016321 0.002845 1.605158 "" "" 0.015738 0.88 1 0.88
"Gaia EDR3 5522216409423626112" 264.2077992805 -1.3485356749 131.01423663451 -44.81971722207 0.584 0.0495 -4.341 0.05 2.914 0.061 16.906242 0.002887 1.481823 "" "" 0.016298 0.88 1 0.88
"Gaia EDR3 5522218569784099584" 264.1389778908 -1.4345709181 130.8589371317 -44.81892118517 0.5786 0.0707 -4.296 0.072 3.019 0.077 17.56042 0.002938 1.526981 "" "" 0.019694 0.88 1 0.88
"Gaia EDR3 5522227125360820864" 264.2869919142 -1.2982477846 131.13910761246 -44.85063267452 0.6124 0.1108 -4.52 0.105 2.975 0.139 18.191078 0.003141 1.882492 "" "" 0.036273 0.88 1 0.88
"Gaia EDR3 5522228740266791040" 264.214491842 -1.2131936457 131.16963069806 -44.74100241948 0.4227 0.1765 -4.419 0.178 3.088 0.206 18.801119 0.003459 2.054201 "" "" 0.049101 0.88 1 0.88
"Gaia EDR3 5522310001048707328" 263.934453529 -1.7455433476 130.33588968946 -44.84926512696 0.5967 0.0702 -4.475 0.083 3.039 0.08 17.523577 0.00295 1.476223 "" "" 0.016729 0.88 1 0.88
"Gaia EDR3 5522418341606728064" 263.8160068839 -1.5411709878 130.46073161067 -44.63035275458 0.5017 0.1198 -4.468 0.125 2.836 0.147 18.363564 0.003278 1.640455 "" "" 0.048228 0.88 1 0.88
"Gaia EDR3 5522115524929823360" 264.204211043 -1.8077053572 130.50050764221 -45.10026692223 0.4105 0.0955 -4.384 0.102 3.074 0.114 18.05662 0.003049 1.515505 "" "" 0.024322 0.84 1 0.84
"Gaia EDR3 5522138167999215616" 264.6621668581 -1.6393203734 131.08987404813 -45.35638586773 0.5615 0.0094 -4.338 0.01 2.851 0.011 11.965537 0.002761 0.660892 "" "" 0.006775 0.84 1 0.84
"Gaia EDR3 5522187375448640512" 264.5494448959 -1.7395636902 130.87862088575 -45.329979792 0.5791 0.0891 -4.366 0.094 2.85 0.09 17.91573 0.00323 1.868681 "" "" 0.028879 0.84 1 0.84
"Gaia EDR3 5522194758486355968" 264.3750704575 -1.5650639612 130.92026317377 -45.08509095499 0.4524 0.1078 -4.277 0.113 3.033 0.142 18.17222 0.003066 1.636171 "" "" 0.035127 0.84 1 0.84
"Gaia EDR3 5522199641875216768" 264.3646055642 -1.4177995331 131.07469610803 -44.98566144747 0.4665 0.0222 -4.41 0.023 2.883 0.025 15.160031 0.002768 1.065317 "" "" 0.006929 0.84 1 0.84
"Gaia EDR3 5522201943977558784" 264.289637402 -1.4886824996 130.930401951 -44.97073884887 0.3913 0.0521 -4.309 0.054 2.981 0.06 16.894333 0.002872 1.421986 "" "" 0.017155 0.84 1 0.84
"Gaia EDR3 5522209120860806656" 264.1815544178 -1.5431442698 130.77556356604 -44.91946106487 0.3851 0.1383 -4.392 0.151 2.872 0.174 18.449709 0.003315 1.688526 "" "" 0.074527 0.84 1 0.84
"Gaia EDR3 5522211873941724032" 264.1424378843 -1.5895905498 130.68987504035 -44.91734013912 0.5203 0.0456 -4.35 0.048 2.825 0.049 16.696344 0.002829 1.396881 "" "" 0.012249 0.84 1 0.84
"Gaia EDR3 5522212178872422528" 264.1491344084 -1.5296274504 130.76233467451 -44.88562016686 0.4132 0.0543 -4.452 0.056 2.985 0.068 17.07103 0.002865 1.504873 "" "" 0.01312 0.84 1 0.84
"Gaia EDR3 5522212354978092800" 264.1419381489 -1.5381043219 130.74665471446 -44.88519110872 0.5335 0.1207 -4.305 0.123 2.815 0.149 18.279922 0.003248 1.863913 "" "" 0.041511 0.84 1 0.84
"Gaia EDR3 5522214206102090496" 264.2477448771 -1.46563698 130.91937070785 -44.92358000048 0.6498 0.1585 -4.352 0.159 2.96 0.184 18.745806 0.003723 1.92503 "" "" 0.05728 0.84 1 0.84
"Gaia EDR3 5522218157467212288" 264.1436703647 -1.4648549466 130.82945386138 -44.84132472804 0.5764 0.128 -4.325 0.132 2.847 0.166 18.456347 0.003329 1.754919 "" "" 0.03517 0.84 1 0.84
"Gaia EDR3 5522222765979868416" 264.3898831432 -1.300863097 131.22641351692 -44.93286673676 0.4033 0.0387 -4.306 0.042 3.022 0.043 16.46019 0.002806 1.500442 "" "" 0.010676 0.84 1 0.84
"Gaia EDR3 5522304439070104064" 264.1173962144 -1.7614485225 130.47667882256 -45.00338654696 0.4951 0.1044 -4.448 0.115 2.831 0.144 18.126398 0.003084 1.535006 "" "" 0.034583 0.84 1 0.84
"Gaia EDR3 5522306535013438848" 264.0374672742 -1.8813787052 130.27339706376 -45.01387108347 0.6136 0.1137 -4.437 0.125 2.992 0.124 17.211405 0.003548 1.377251 "" "" 0.032176 0.84 1 0.84
"Gaia EDR3 5522416859834357504" 263.8303390844 -1.6188747968 130.38687763361 -44.68937439927 0.6158 0.1098 -4.331 0.107 2.934 0.15 18.29458 0.003131 1.648113 "" "" 0.036128 0.84 1 0.84
"Gaia EDR3 5522420609349210880" 263.7295921743 -1.6755613033 130.237105824 -44.64455545044 0.5118 0.0126 -4.302 0.014 3.2 0.014 12.895371 0.002769 0.63905 "" "" 0.006802 0.84 1 0.84
"Gaia EDR3 5522426274406967040" 263.7008183319 -1.4209554004 130.49449346231 -44.46563360134 0.5731 0.1765 -4.324 0.19 2.847 0.196 18.982378 0.003774 1.926084 "" "" 0.063171 0.84 1 0.84
"Gaia EDR3 5522145005588431360" 264.6442073252 -1.4783089138 131.25344262288 -45.24232683439 0.4823 0.0845 -4.554 0.095 3.078 0.1 17.906473 0.00303 1.656965 "" "" 0.026512 0.8 1 0.8
"Gaia EDR3 5522208231800273792" 264.2483600608 -1.6076818352 130.76205694179 -45.01183743486 0.5514 0.0745 -4.378 0.079 3.193 0.084 17.584953 0.002974 1.483969 "" "" 0.019295 0.8 1 0.8
"Gaia EDR3 5522208987723774080" 264.1946398532 -1.5677339278 130.75964065135 -44.94493034242 0.6346 0.0699 -4.324 0.071 2.887 0.082 17.439297 0.002918 1.736784 "" "" 0.019103 0.8 1 0.8
"Gaia EDR3 5522209017776193792" 264.1803810713 -1.5512429131 130.76554259423 -44.92353736706 0.3921 0.0119 -4.334 0.012 3.009 0.014 13.236908 0.002761 0.815222 "" "" 0.00668 0.8 1 0.8
"Gaia EDR3 5522211839581995392" 264.1501618001 -1.5864458615 130.70009426831 -44.92148005717 0.4591 0.0136 -4.454 0.014 2.871 0.015 14.045163 0.002761 0.852376 "" "" 0.006714 0.8 1 0.8
"Gaia EDR3 5522212251898875392" 264.1514202608 -1.5592127563 130.73146027038 -44.90567412286 0.6199 0.0214 -4.318 0.022 2.891 0.024 14.418843 0.002765 1.18992 "" "" 0.006778 0.8 1 0.8
"Gaia EDR3 5522212488110039424" 264.1320381999 -1.6175709382 130.64970738363 -44.92639830813 0.464 0.0802 -4.425 0.086 3.126 0.084 17.79018 0.002983 1.695322 "" "" 0.019217 0.8 1 0.8
"Gaia EDR3 5522213828140042624" 264.254139614 -1.4867040718 130.90157545643 -44.94163491446 0.614 0.0697 -4.461 0.073 3.046 0.076 17.545984 0.002941 1.514525 "" "" 0.019537 0.8 1 0.8
"Gaia EDR3 5522214210404116608" 264.2445983036 -1.4695057947 130.91232941028 -44.9235021569 0.5844 0.0236 -4.251 0.025 2.908 0.026 15.489488 0.002772 1.156185 "" "" 0.007362 0.8 1 0.8
"Gaia EDR3 5522141848793464832" 264.6087194746 -1.6165010519 131.06821521391 -45.30032184532 0.4876 0.0192 -4.255 0.02 2.876 0.022 14.859339 0.002768 0.924435 "" "" 0.006925 0.76 1 0.76
