EDR3Name GLON GLAT RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP RVDR2 e_RVDR2 e_BP-RP probs_final sel memb_probs
"Gaia EDR3 5522211358545588736" 264.1003761002 -1.6386137817 130.59876659198 -44.91442359032 0.4962 0.0417 -4.347 0.041 2.962 0.042 16.43887 0.002806 1.285736 "" "" 0.009314 1.0 1 1.0
"Gaia EDR3 5522211530334895488" 264.1848129142 -1.6003675019 130.71478731979 -44.95733270293 0.5118 0.0386 -4.336 0.042 2.918 0.039 15.817191 0.003049 "" "" "" "" 1.0 -1 0.0
"Gaia EDR3 5522211530344378240" 264.1821616453 -1.602898809 130.70966174254 -44.95680754013 0.5227 0.0386 -4.231 0.044 2.924 0.039 16.295055 0.002813 1.348009 "" "" 0.01266 1.0 1 1.0
"Gaia EDR3 5522211530344378752" 264.1836269671 -1.6044960911 130.70916131151 -44.95894562259 0.477 0.0109 -4.357 0.011 3.089 0.013 11.644869 0.002762 0.783353 "" "" 0.006671 1.0 1 1.0
"Gaia EDR3 5522211530344381696" 264.1805182971 -1.5929421417 130.71930517599 -44.94937385488 0.4752 0.037 -4.337 0.039 3.056 0.04 16.375404 0.002805 1.358416 "" "" 0.009769 1.0 1 1.0
"Gaia EDR3 5522211530344381952" 264.1859321521 -1.6027242957 130.71314063288 -44.95966689204 0.5247 0.0204 -4.403 0.021 3.084 0.023 14.883804 0.00277 1.130493 "" "" 0.007302 1.0 1 1.0
"Gaia EDR3 5522211564704127616" 264.1789735101 -1.5797818545 130.73259410201 -44.94004060787 0.4983 0.0116 -4.321 0.012 3.016 0.014 13.014562 0.002762 0.83192 "" "" 0.006639 1.0 1 1.0
"Gaia EDR3 5522211564704131840" 264.1849769256 -1.5846614646 130.73239870191 -44.94777397637 0.5561 0.0281 -4.416 0.03 3.028 0.032 15.767594 0.002791 1.279882 "" "" 0.008608 1.0 1 1.0
"Gaia EDR3 5522211564704132096" 264.1831482783 -1.5807749131 130.7351271565 -44.94393764797 0.5112 0.0163 -4.332 0.018 2.993 0.018 14.378074 0.002764 0.939093 "" "" 0.006796 1.0 1 1.0
"Gaia EDR3 5522211599065253760" 264.1730021476 -1.6023497224 130.70229444534 -44.94926106761 0.4983 0.0248 -4.395 0.027 2.938 0.028 15.525468 0.002786 1.181839 "" "" 0.011783 1.0 1 1.0
"Gaia EDR3 5522211702143037056" 264.1597179975 -1.6133400747 130.67850122892 -44.94558146485 0.495 0.0168 -4.357 0.017 3.071 0.019 14.579075 0.00277 0.88039 "" "" 0.00687 1.0 1 1.0
"Gaia EDR3 5522211770862493952" 264.1415015744 -1.6149405792 130.66086656369 -44.93222803546 0.5105 0.0117 -4.561 0.012 2.878 0.013 13.558543 0.002764 0.701075 "" "" 0.006638 1.0 1 1.0
"Gaia EDR3 5522211770862497792" 264.1397047033 -1.604389514 130.67103950175 -44.92431113693 0.4332 0.0105 -4.312 0.011 2.937 0.012 13.055334 0.002763 0.756432 "" "" 0.006644 1.0 1 1.0
"Gaia EDR3 5522211770862504576" 264.148155831 -1.6074734851 130.67496356506 -44.93286438278 0.4817 0.0176 -4.357 0.018 3.092 0.019 14.669722 0.002767 0.891797 "" "" 0.006923 1.0 1 1.0
"Gaia EDR3 5522211805222254208" 264.1555133521 -1.6026481967 130.68673477661 -44.93568118813 0.5121 0.0273 -4.338 0.029 2.949 0.031 15.811461 0.002778 1.254639 "" "" 0.00738 1.0 1 1.0
"Gaia EDR3 5522211839582004736" 264.1577976797 -1.5881964423 130.70479534324 -44.92856860281 0.5421 0.0859 -4.535 0.092 2.992 0.093 17.917915 0.003067 1.626015 "" "" 0.023343 1.0 1 1.0
"Gaia EDR3 5522211839582006400" 264.154720942 -1.5799479073 130.71128760243 -44.92106078112 0.5047 0.0095 -4.454 0.01 3.043 0.011 12.065191 0.002759 0.883021 "" "" 0.006643 1.0 1 1.0
"Gaia EDR3 5522211839582007936" 264.1547657226 -1.5765413274 130.71511363024 -44.91899508165 0.5055 0.0225 -4.41 0.025 2.956 0.025 15.237622 0.002774 1.102056 "" "" 0.00763 1.0 1 1.0
"Gaia EDR3 5522211839582009984" 264.1559982419 -1.5759706395 130.71682114574 -44.91961292318 0.4997 0.0143 -4.565 0.015 2.908 0.016 14.136728 0.002763 1.04769 "" "" 0.006848 1.0 1 1.0
"Gaia EDR3 5522211873941721728" 264.1459604275 -1.5997532619 130.6816396493 -44.92637762151 0.57 0.0613 -4.467 0.067 2.988 0.07 15.70113 0.00289 1.298991 "" "" 0.007572 1.0 1 1.0
"Gaia EDR3 5522211873941723008" 264.149086496 -1.6023109865 130.68151570154 -44.9304148149 0.5145 0.0268 -4.447 0.029 3.082 0.03 15.762274 0.002784 1.199675 "" "" 0.008734 1.0 1 1.0
"Gaia EDR3 5522211908301465088" 264.1376535608 -1.5739518566 130.70309650717 -44.90393249944 0.5168 0.0186 -4.506 0.02 3.081 0.02 14.851072 0.002768 0.967326 "" "" 0.007091 1.0 1 1.0
"Gaia EDR3 5522211977020992768" 264.1741033742 -1.5630687796 130.74693050334 -44.9258977438 0.4908 0.0138 -4.402 0.014 3.039 0.016 14.105851 0.002762 1.05231 "" "" 0.006856 1.0 1 1.0
"Gaia EDR3 5522212007073710848" 264.1656310415 -1.5752299371 130.72603278981 -44.9267353065 0.4793 0.0253 -4.478 0.027 3.006 0.029 15.592239 0.002773 1.251183 "" "" 0.007949 1.0 1 1.0
"Gaia EDR3 5522212011380708480" 264.1590850577 -1.5711168868 130.72490432684 -44.91904789064 0.5361 0.038 -4.342 0.04 3.159 0.041 16.310589 0.002802 1.562865 "" "" 0.010492 1.0 1 1.0
"Gaia EDR3 5522212011380713600" 264.1650429404 -1.5724171639 130.72864740843 -44.9245375105 0.482 0.0166 -4.368 0.017 3.034 0.019 14.598814 0.002765 1.092086 "" "" 0.006988 1.0 1 1.0
"Gaia EDR3 5522212045740448640" 264.1543286479 -1.5590075264 130.73422070965 -44.90783564064 0.4909 0.04 -4.537 0.041 3.031 0.044 16.430292 0.002809 1.540797 "" "" 0.011817 1.0 1 1.0
"Gaia EDR3 5522212045740461312" 264.164072562 -1.5558702544 130.74619263415 -44.91356532922 0.5224 0.0397 -4.273 0.043 2.963 0.044 16.344316 0.002808 1.459204 "" "" 0.009265 1.0 1 1.0
"Gaia EDR3 5522212045740462080" 264.1638227983 -1.5537283551 130.74835512963 -44.91204718608 0.5136 0.0218 -4.27 0.022 3.069 0.025 14.98517 0.002787 1.100421 "" "" 0.008502 1.0 1 1.0
"Gaia EDR3 5522212114459962624" 264.166913812 -1.5225421296 130.78568929575 -44.89522862516 0.5005 0.0271 -4.354 0.028 3.101 0.03 15.660459 0.002779 1.198967 "" "" 0.007766 1.0 1 1.0
"Gaia EDR3 5522212148819668224" 264.1496914495 -1.5421303281 130.74893354 -44.89377437339 0.4772 0.0289 -4.386 0.03 2.975 0.032 15.752789 0.002784 1.31109 "" "" 0.008377 1.0 1 1.0
"Gaia EDR3 5522212148819670144" 264.1519922111 -1.5426348258 130.75037658846 -44.89589549816 0.5364 0.0376 -4.255 0.039 2.976 0.043 15.596566 0.002791 1.331232 "" "" 0.00783 1.0 1 1.0
"Gaia EDR3 5522212148819677568" 264.155234972 -1.5379473793 130.75840723851 -44.89555342398 0.4957 0.0322 -4.395 0.034 2.973 0.039 15.993969 0.002785 1.337617 "" "" 0.008018 1.0 1 1.0
"Gaia EDR3 5522212217539116160" 264.1419761656 -1.5734246985 130.70744449112 -44.90700903048 0.4979 0.0176 -4.478 0.02 2.924 0.019 14.672264 0.002766 0.947033 "" "" 0.006897 1.0 1 1.0
"Gaia EDR3 5522212217539119616" 264.1434704254 -1.5714776609 130.71090916503 -44.90698414558 0.5262 0.0263 -4.355 0.03 2.915 0.028 15.591299 0.002776 1.306577 "" "" 0.007994 1.0 1 1.0
"Gaia EDR3 5522212217539132416" 264.1532573788 -1.5702809399 130.72075920469 -44.91394700121 0.4838 0.027 -4.43 0.029 3.042 0.031 15.756772 0.002783 1.354828 "" "" 0.008456 1.0 1 1.0
"Gaia EDR3 5522212217539132928" 264.1549096562 -1.5727926818 130.71940593935 -44.91679628996 0.5415 0.0132 -4.492 0.014 3.079 0.015 13.24865 0.002762 1.036858 "" "" 0.006675 1.0 1 1.0
"Gaia EDR3 5522212286258586880" 264.1289288371 -1.5581390572 130.71307619343 -44.8873153374 0.545 0.0092 -4.353 0.009 3.117 0.01 11.835342 0.00276 1.907653 25.06 0.41 0.006709 1.0 1 1.0
"Gaia EDR3 5522212286258597248" 264.1384381338 -1.5611025001 130.71805912342 -44.89662555335 0.5037 0.0269 -4.34 0.028 2.951 0.029 15.704063 0.002787 1.317336 "" "" 0.008061 1.0 1 1.0
"Gaia EDR3 5522212350671113216" 264.1457586726 -1.5380219571 130.75007249234 -44.88814559027 0.5596 0.0695 -4.225 0.071 2.863 0.076 17.491865 0.002915 1.676338 "" "" 0.017801 1.0 1 1.0
"Gaia EDR3 5522212350671122688" 264.1321004141 -1.5343525081 130.74225770062 -44.87513724027 0.4786 0.0267 -4.312 0.028 3.096 0.03 15.751578 0.002776 1.373227 "" "" 0.007503 1.0 1 1.0
"Gaia EDR3 5522212385030548864" 264.1324555401 -1.5275067768 130.75016841004 -44.87119238678 0.5644 0.0158 -4.397 0.017 2.977 0.02 11.60198 0.002766 1.939295 29.88 2.22 0.006742 1.0 1 1.0
"Gaia EDR3 5522212389337833856" 264.1388079741 -1.5268727059 130.75640234499 -44.87579782105 0.5157 0.0577 -4.308 0.061 3.126 0.065 17.18115 0.00287 1.486423 "" "" 0.01585 1.0 1 1.0
"Gaia EDR3 5522212389337834240" 264.1380199189 -1.5250258011 130.7577669556 -44.87403813313 0.5081 0.0107 -4.361 0.011 3.148 0.013 13.253492 0.002762 0.870084 "" "" 0.006651 1.0 1 1.0
"Gaia EDR3 5522212389338300800" 264.1269614057 -1.5172070848 130.75682093404 -44.86051454946 0.5234 0.0846 -4.396 0.09 2.874 0.103 17.747358 0.002953 1.794811 "" "" 0.02448 1.0 1 1.0
"Gaia EDR3 5522212419390609920" 264.1168033428 -1.5290762834 130.73480440551 -44.85984778419 0.532 0.0626 -4.469 0.065 2.996 0.069 17.35113 0.002876 1.761852 "" "" 0.017863 1.0 1 1.0
"Gaia EDR3 5522212423697543040" 264.1226069431 -1.5426493203 130.72478183722 -44.87278704999 0.5968 0.0832 -4.408 0.089 2.883 0.092 17.77931 0.002968 1.661341 "" "" 0.019996 1.0 1 1.0
"Gaia EDR3 5522212492416990336" 264.1353159365 -1.6207582134 130.64901272809 -44.93094273644 0.4338 0.0413 -4.346 0.042 2.946 0.041 16.533863 0.002815 1.328463 "" "" 0.010635 1.0 1 1.0
"Gaia EDR3 5522212522469782912" 264.1335598765 -1.6036990374 130.66646109539 -44.91904838938 0.4843 0.0226 -4.415 0.024 2.997 0.026 15.135929 0.002773 1.216138 "" "" 0.007119 1.0 1 1.0
"Gaia EDR3 5522212526776731264" 264.1287726685 -1.6028414426 130.66325030055 -44.91475125826 0.5023 0.0112 -4.314 0.012 2.981 0.013 13.336808 0.002763 0.741812 "" "" 0.006658 1.0 1 1.0
"Gaia EDR3 5522212526776734720" 264.1335604767 -1.6051121863 130.66488994959 -44.91991975139 0.501 0.0225 -4.355 0.024 2.966 0.025 15.378743 0.002771 1.086897 "" "" 0.007405 1.0 1 1.0
"Gaia EDR3 5522212556829522176" 264.1245600725 -1.6156978899 130.64528668194 -44.91935639193 0.501 0.0599 -4.331 0.065 3.071 0.061 17.288792 0.002922 1.450161 "" "" 0.014982 1.0 1 1.0
"Gaia EDR3 5522212595496193536" 264.1128728102 -1.602235491 130.65009608221 -44.90186012538 0.5006 0.0986 -4.567 0.101 2.894 0.119 18.137707 0.003091 1.596905 "" "" 0.027044 1.0 1 1.0
"Gaia EDR3 5522212698575419136" 264.1163956797 -1.5876725352 130.66935109379 -44.89565949407 0.4957 0.0238 -4.358 0.025 3.058 0.028 15.520927 0.002779 1.151235 "" "" 0.007958 1.0 1 1.0
"Gaia EDR3 5522212934786685952" 264.0891058398 -1.5686589748 130.66675526164 -44.86245855181 0.4989 0.0453 -4.424 0.046 3.057 0.053 16.51085 0.002814 1.365727 "" "" 0.011517 1.0 1 1.0
"Gaia EDR3 5522212939093573888" 264.0915478211 -1.5683009344 130.66927563883 -44.86416022525 0.5283 0.0288 -4.489 0.031 2.86 0.033 15.855758 0.003763 1.265926 "" "" 0.019145 1.0 1 1.0
"Gaia EDR3 5522213042172819072" 264.1218792312 -1.5678582003 130.69614337165 -44.88776109915 0.5127 0.0224 -4.389 0.024 2.939 0.025 15.378768 0.002771 1.183059 "" "" 0.007355 1.0 1 1.0
"Gaia EDR3 5522213213972021760" 264.1087643513 -1.5257832478 130.73146657987 -44.85149165195 0.4949 0.0513 -4.321 0.054 2.883 0.058 16.943096 0.002824 1.70606 "" "" 0.01353 1.0 1 1.0
"Gaia EDR3 5522213248331245184" 264.1002837294 -1.5327451527 130.71636118976 -44.84911356632 0.5177 0.0394 -4.345 0.04 2.972 0.043 16.039194 0.002817 1.488872 "" "" 0.008127 1.0 1 1.0
"Gaia EDR3 5522213282690982272" 264.091738761 -1.5200136416 130.72306348325 -44.83453715831 0.5 0.0118 -4.341 0.012 3.076 0.013 13.638246 0.00276 0.992279 "" "" 0.006696 1.0 1 1.0
"Gaia EDR3 5522213385770162688" 264.0738027338 -1.5574638579 130.66589259864 -44.84351211555 0.4828 0.0173 -4.346 0.018 2.989 0.02 14.74933 0.002764 1.006933 "" "" 0.006877 1.0 1 1.0
"Gaia EDR3 5522213385770163712" 264.0773068405 -1.5622768401 130.66359135881 -44.84923683492 0.548 0.0134 -4.366 0.014 3.011 0.015 12.936793 0.002762 0.860132 "" "" 0.006652 1.0 1 1.0
"Gaia EDR3 5522213660648290688" 264.2609871992 -1.5276218524 130.86211232837 -44.97231525279 0.4953 0.0131 -4.365 0.014 3.041 0.016 13.916033 0.002766 0.80733 "" "" 0.006738 1.0 1 1.0
"Gaia EDR3 5522213729367779840" 264.2615976058 -1.5011401809 130.89206199143 -44.9564217857 0.4462 0.04 -4.321 0.04 3.074 0.042 16.31232 0.002805 1.344716 "" "" 0.009587 1.0 1 1.0
"Gaia EDR3 5522213798087257728" 264.256565241 -1.4908390869 130.8991037766 -44.94609781257 0.542 0.074 -4.379 0.079 3.113 0.078 17.615868 0.002942 1.709496 "" "" 0.025882 1.0 1 1.0
"Gaia EDR3 5522213935526163968" 264.2319757191 -1.527545516 130.83686718768 -44.94946836872 0.4914 0.0132 -4.456 0.013 3.019 0.015 13.816868 0.002763 0.792378 "" "" 0.006699 1.0 1 1.0
"Gaia EDR3 5522213935526173056" 264.2330915515 -1.5179982198 130.84844666122 -44.94444553761 0.606 0.0544 -4.461 0.057 2.946 0.063 17.066229 0.00289 1.470224 "" "" 0.015104 1.0 1 1.0
"Gaia EDR3 5522213969885903488" 264.2229094065 -1.5089282821 130.84963315206 -44.93083810907 0.4613 0.0142 -4.326 0.016 3.072 0.016 14.101706 0.002763 0.843681 "" "" 0.006939 1.0 1 1.0
"Gaia EDR3 5522213969885908224" 264.2205340465 -1.4983299874 130.85932775017 -44.92242090452 0.5279 0.0104 -4.392 0.01 3.092 0.012 12.649419 0.002759 1.09612 "" "" 0.006664 1.0 1 1.0
"Gaia EDR3 5522214072965134464" 264.2260737499 -1.4932403604 130.86981277512 -44.92362760859 0.49 0.0126 -4.459 0.013 2.972 0.014 13.758622 0.002762 0.860047 "" "" 0.006678 1.0 1 1.0
"Gaia EDR3 5522214313483358848" 264.2457950177 -1.4244632133 130.96333209947 -44.89656623615 0.5017 0.0395 -4.358 0.041 2.959 0.043 16.359951 0.002804 1.302464 "" "" 0.009749 1.0 1 1.0
"Gaia EDR3 5522214622720957568" 264.2053253107 -1.4370554552 130.91403375762 -44.87258121023 0.5005 0.0187 -4.388 0.02 2.999 0.021 14.916778 0.002768 1.005308 "" "" 0.00697 1.0 1 1.0
"Gaia EDR3 5522214652773881728" 264.1981864836 -1.4120125358 130.93555909561 -44.85147923494 0.4368 0.0722 -4.359 0.077 3.014 0.083 17.577915 0.002964 1.528069 "" "" 0.016773 1.0 1 1.0
"Gaia EDR3 5522214691440403072" 264.2191755755 -1.512259595 130.84267560176 -44.92996238369 0.4669 0.0176 -4.433 0.02 3.074 0.02 14.626951 0.002768 0.904092 "" "" 0.00703 1.0 1 1.0
"Gaia EDR3 5522214760159858176" 264.2047310684 -1.5225008557 130.81870100629 -44.92493620428 0.5251 0.032 -4.462 0.037 3.066 0.035 15.870021 0.002788 1.25655 "" "" 0.008272 1.0 1 1.0
"Gaia EDR3 5522214927651737728" 264.1917997579 -1.4751416017 130.85999456657 -44.88550774047 0.5042 0.059 -4.279 0.062 3.083 0.066 17.240364 0.002885 1.432085 "" "" 0.013873 1.0 1 1.0
"Gaia EDR3 5522214962011439488" 264.1923394486 -1.5172724459 130.8137016532 -44.91196515408 0.4454 0.0621 -4.412 0.065 3.049 0.072 17.18576 0.002946 1.480589 "" "" 0.019206 1.0 1 1.0
"Gaia EDR3 5522215000678023936" 264.1882415865 -1.4954502483 130.83435545002 -44.89526240264 0.5063 0.0115 -4.437 0.012 3.153 0.013 13.489285 0.002761 0.84294 "" "" 0.006656 1.0 1 1.0
"Gaia EDR3 5522215035037734912" 264.1731724682 -1.515111859 130.79939319291 -44.89556167321 0.5046 0.0546 -4.345 0.056 2.93 0.061 17.026016 0.002864 1.41996 "" "" 0.012077 1.0 1 1.0
"Gaia EDR3 5522215035037741568" 264.1791705756 -1.5143614282 130.80545397921 -44.89981410085 0.5327 0.1 -4.527 0.102 2.943 0.123 18.073503 0.003056 1.667473 "" "" 0.03733 1.0 1 1.0
"Gaia EDR3 5522215138116979200" 264.1750834223 -1.4676987119 130.85367482674 -44.86777097957 0.5167 0.0274 -4.366 0.029 3.005 0.032 15.763586 0.00278 1.184158 "" "" 0.00777 1.0 1 1.0
"Gaia EDR3 5522215168169921792" 264.1704515131 -1.4828488348 130.83283052049 -44.87349313087 0.4127 0.1717 -4.37 0.172 2.889 0.221 18.858059 0.004032 1.836403 "" "" 0.055207 1.0 1 1.0
"Gaia EDR3 5522215206836440576" 264.1608722659 -1.4682053751 130.84072589293 -44.85691552736 0.503 0.0138 -4.441 0.014 3.114 0.016 14.04211 0.002762 0.847828 "" "" 0.006743 1.0 1 1.0
"Gaia EDR3 5522215241196233856" 264.2053524742 -1.4627085458 130.88560980819 -44.88846946576 0.5304 0.0181 -4.401 0.019 2.915 0.02 14.860926 0.002766 1.136496 "" "" 0.006982 1.0 1 1.0
"Gaia EDR3 5522215309915683968" 264.1818316273 -1.4607753984 130.86723735634 -44.86879413115 0.4888 0.0359 -4.367 0.038 3.001 0.038 16.2792 0.0028 1.27237 "" "" 0.009142 1.0 1 1.0
"Gaia EDR3 5522215339968639232" 264.1806447184 -1.4405515797 130.88862662305 -44.85535690576 0.5261 0.0828 -4.495 0.089 3.066 0.095 17.85823 0.002995 1.545893 "" "" 0.02362 1.0 1 1.0
"Gaia EDR3 5522215447354651648" 264.1756426339 -1.4214890998 130.90539163395 -44.83963741178 0.417 0.064 -4.311 0.071 2.982 0.075 17.295614 0.00297 1.508436 "" "" 0.013712 1.0 1 1.0
"Gaia EDR3 5522215584793561984" 264.1527462369 -1.4534830922 130.84997022493 -44.84143065578 0.5133 0.0271 -4.374 0.029 3.081 0.031 15.835797 0.002782 1.237699 "" "" 0.00865 1.0 1 1.0
"Gaia EDR3 5522215786645200128" 264.2418910437 -1.4121956236 130.97351878787 -44.88590583559 0.5049 0.1399 -4.263 0.137 3.105 0.162 18.530077 0.00329 1.697193 "" "" 0.044236 1.0 1 1.0
"Gaia EDR3 5522216100189739008" 264.217341525 -1.3973697766 130.96850288781 -44.85745436093 0.5345 0.0591 -4.611 0.06 3.068 0.066 17.188955 0.002868 1.482618 "" "" 0.014806 1.0 1 1.0
"Gaia EDR3 5522217989975220352" 264.1563030444 -1.5075816269 130.79305467733 -44.87764754508 0.4927 0.0127 -4.438 0.013 3.103 0.015 13.869558 0.002763 0.800297 "" "" 0.006692 1.0 1 1.0
"Gaia EDR3 5522218157466593408" 264.1416751239 -1.4617596505 130.83114813548 -44.8378439338 0.5057 0.0101 -4.379 0.01 2.922 0.012 13.035848 0.002764 0.763194 "" "" 0.006663 1.0 1 1.0
"Gaia EDR3 5522218161773919488" 264.1457390567 -1.4733094354 130.82187967556 -44.84817421442 0.4678 0.0718 -4.384 0.074 3.036 0.08 17.59325 0.002976 1.559156 "" "" 0.01933 1.0 1 1.0
"Gaia EDR3 5522218191826948480" 264.1297345018 -1.4750125856 130.8060524313 -44.83664437709 0.517 0.0414 -4.374 0.044 2.931 0.046 16.568304 0.002808 1.424615 "" "" 0.010355 1.0 1 1.0
"Gaia EDR3 5522218299212841088" 264.1285570398 -1.493031069 130.7850397631 -44.84684563117 0.5117 0.0567 -4.386 0.063 3.075 0.064 17.125988 0.002852 1.458347 "" "" 0.013922 1.0 1 1.0
"Gaia EDR3 5522218436651803648" 264.122275341 -1.4684828679 130.80679945916 -44.82674695703 0.5571 0.0587 -4.403 0.066 3.075 0.066 17.248722 0.00289 1.493576 "" "" 0.014408 1.0 1 1.0
"Gaia EDR3 5522218505371258880" 264.1005428172 -1.4603337118 130.79691970754 -44.80462718907 0.4916 0.0254 -4.308 0.027 3.008 0.03 15.683103 0.002795 1.187947 "" "" 0.009979 1.0 1 1.0
"Gaia EDR3 5522218642810254336" 264.1266434283 -1.4409079177 130.84117108011 -44.81314441951 0.5212 0.0345 -4.309 0.036 3.045 0.038 16.278755 0.002794 1.29778 "" "" 0.008709 1.0 1 1.0
"Gaia EDR3 5522219085179865216" 264.1032905615 -1.5073026964 130.74721668849 -44.83578298449 0.5471 0.0402 -4.221 0.043 2.967 0.048 16.56026 0.002812 1.560531 "" "" 0.011272 1.0 1 1.0
"Gaia EDR3 5522219433084124288" 264.0522312319 -1.4967070094 130.71458409408 -44.78907534712 0.4991 0.0171 -4.274 0.017 3.079 0.019 14.707129 0.002764 1.05944 "" "" 0.006963 1.0 1 1.0
"Gaia EDR3 5522219467443871104" 264.0556867494 -1.4860008677 130.72945935658 -44.78519009405 0.4617 0.0307 -4.379 0.031 2.956 0.034 16.043106 0.002787 1.335913 "" "" 0.008126 1.0 1 1.0
"Gaia EDR3 5522227164026416384" 264.2790448362 -1.2882537824 131.1432009806 -44.83819962877 0.5386 0.0674 -4.436 0.066 2.991 0.072 17.416368 0.0029 1.537478 "" "" 0.017211 1.0 1 1.0
"Gaia EDR3 5522229294330055808" 264.253128443 -1.1621420258 131.25973560582 -44.73953183871 0.5153 0.0233 -4.441 0.025 2.892 0.027 15.377461 0.002777 1.224404 "" "" 0.015686 1.0 1 1.0
"Gaia EDR3 5522240388218101376" 264.1774435271 -1.2538293528 131.09241025539 -44.73718784014 0.5303 0.2378 -4.55 0.25 2.897 0.338 18.776375 0.005471 2.014393 "" "" 0.067276 1.0 1 1.0
"Gaia EDR3 5522302755451504384" 264.1027011171 -1.9547054208 130.2478477596 -45.11031701679 0.518 0.0106 -4.364 0.012 2.923 0.013 12.295822 0.002761 1.949548 17.74 0.37 0.006692 1.0 1 1.0
"Gaia EDR3 5522303988093957248" 264.1171308479 -1.8104815856 130.4217073896 -45.03329222937 0.5041 0.0781 -4.361 0.087 3.113 0.085 17.753267 0.002961 1.523428 "" "" 0.017807 1.0 1 1.0
"Gaia EDR3 5522308184290156416" 264.0288142173 -1.8296001884 130.32376683593 -44.97530924473 0.5 0.0169 -4.487 0.018 3.014 0.019 14.704697 0.002767 0.856503 "" "" 0.00705 1.0 1 1.0
"Gaia EDR3 5522310074075661056" 263.9204995623 -1.7653834373 130.30171966337 -44.85040714906 0.4637 0.0753 -4.314 0.085 3.017 0.082 17.783203 0.00299 1.481979 "" "" 0.022277 1.0 1 1.0
"Gaia EDR3 5522310074075674624" 263.9298529493 -1.7660780121 130.30902777951 -44.85822028782 0.4839 0.0295 -4.338 0.033 3.104 0.035 16.01836 0.002787 1.147901 "" "" 0.007782 1.0 1 1.0
"Gaia EDR3 5522324367726518912" 263.7893148262 -1.8632670087 130.07944140046 -44.80657014328 0.5123 0.0643 -4.626 0.081 2.956 0.073 17.458878 0.002891 1.360773 "" "" 0.017367 1.0 1 1.0
"Gaia EDR3 5522398309879179520" 264.1028570153 -1.727872202 130.50150116326 -44.97128746245 0.4751 0.0245 -4.378 0.027 3.106 0.029 15.562868 0.002775 1.092957 "" "" 0.007437 1.0 1 1.0
"Gaia EDR3 5522398412954677120" 264.0997241169 -1.7218666094 130.50547566736 -44.96512579096 0.4236 0.1549 -4.398 0.161 2.897 0.201 18.773941 0.003533 1.587271 "" "" 0.115157 1.0 1 1.0
"Gaia EDR3 5522398516037609856" 264.0896929385 -1.7016398618 130.51930715388 -44.9447824713 0.4241 0.1258 -4.32 0.139 2.938 0.163 18.417053 0.0032 1.609581 "" "" 0.036435 1.0 1 1.0
"Gaia EDR3 5522398928350782336" 264.0851579013 -1.6724517938 130.54788018831 -44.92325707321 0.5124 0.0872 -4.574 0.092 3.009 0.092 17.747356 0.002986 1.411314 "" "" 0.024261 1.0 1 1.0
"Gaia EDR3 5522398928354477568" 264.0848850162 -1.6733701497 130.54662062239 -44.92360694036 0.5315 0.0209 -4.316 0.022 3.071 0.023 15.097929 0.002767 0.958117 "" "" 0.007342 1.0 1 1.0
"Gaia EDR3 5522399027129826688" 264.0823205053 -1.6339567055 130.58826171415 -44.89733354798 0.5319 0.087 -4.335 0.092 3.071 0.091 17.940275 0.00298 1.493378 "" "" 0.019877 1.0 1 1.0
"Gaia EDR3 5522399065793431296" 264.0675085723 -1.6395766572 130.56914624758 -44.88912277672 0.5615 0.0453 -4.444 0.045 2.961 0.046 16.747078 0.002826 1.290644 "" "" 0.010106 1.0 1 1.0
"Gaia EDR3 5522399271951852160" 264.0571935485 -1.6481776354 130.55062205522 -44.88628665409 0.4532 0.0323 -4.447 0.033 3.012 0.034 16.129854 0.002787 1.187841 "" "" 0.008081 1.0 1 1.0
"Gaia EDR3 5522399306311597952" 264.060620322 -1.6320385182 130.57155213771 -44.87905664522 0.4927 0.0898 -4.371 0.092 2.993 0.096 18.021545 0.002995 1.585327 "" "" 0.029739 1.0 1 1.0
"Gaia EDR3 5522399340671315712" 264.0372409114 -1.643831296 130.5381447635 -44.86788843283 0.5222 0.0252 -4.348 0.026 3.115 0.029 15.622917 0.002773 1.133214 "" "" 0.007664 1.0 1 1.0
"Gaia EDR3 5522399954842787584" 264.0319805892 -1.6680795466 130.50659943741 -44.87865275965 0.5243 0.0159 -4.388 0.017 3.031 0.018 14.605544 0.002763 0.799487 "" "" 0.006936 1.0 1 1.0
"Gaia EDR3 5522400302743955584" 263.990495311 -1.6631412979 130.47613762503 -44.84290720103 0.4938 0.0134 -4.396 0.015 3.021 0.016 14.035732 0.002768 0.74291 "" "" 0.006739 1.0 1 1.0
"Gaia EDR3 5522400337103700480" 263.9943470813 -1.6493499733 130.49481765563 -44.83746851375 0.5043 0.0108 -4.388 0.011 2.972 0.012 13.501393 0.002762 0.702674 "" "" 0.006674 1.0 1 1.0
"Gaia EDR3 5522400470238795264" 263.9824403049 -1.6182501483 130.51908277313 -44.80896166287 0.5107 0.0106 -4.347 0.011 3.154 0.012 12.834088 0.00276 0.733095 "" "" 0.006635 1.0 1 1.0
"Gaia EDR3 5522400538958338688" 264.0759678377 -1.5978853124 130.62285863903 -44.87012018503 0.5394 0.0315 -4.476 0.034 3.08 0.032 16.037477 0.002786 1.346981 "" "" 0.008618 1.0 1 1.0
