# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5522210976281286144" 11.86906 0.38663 3.20729 0.88067 0.98345 0.78639 0.45
"Gaia EDR3 5522209984156125184" 13.53556 0.59793 2.20571 0.41466 0.71326 0.50204 0.47
"Gaia EDR3 5522210911869001600" 14.67382 0.70898 1.59418 0.22333 0.57758 0.37738 0.42
"Gaia EDR3 5522211083667703936" 15.47764 1.00415 1.29835 0.15540 0.60217 0.29714 0.41
"Gaia EDR3 5522399409390773120" 15.85031 1.07480 1.20208 0.14284 0.59568 0.26786 0.39
"Gaia EDR3 5522209846717161984" 16.94847 1.34289 0.96549 0.10974 0.51409 0.20625 0.41
"Gaia EDR3 5522209606198977152" 11.78475 0.51283 3.24336 0.90980 0.99331 0.79715 0.45
"Gaia EDR3 5522210121595047680" 12.94430 0.51512 2.59659 0.54179 0.85387 0.60763 0.48
"Gaia EDR3 5522211461624887040" 13.31307 0.61165 2.35385 0.45157 0.77355 0.54863 0.48
"Gaia EDR3 5522209777997707776" 13.34019 0.55877 2.34151 0.44761 0.75652 0.54909 0.46
"Gaia EDR3 5522206582542096640" 14.69150 1.05014 1.55347 0.22319 0.66767 0.37837 0.49
"Gaia EDR3 5522409854751089536" 14.82712 0.84238 1.52227 0.21173 0.60609 0.35532 0.43
"Gaia EDR3 5522210052875579264" 14.98396 0.82734 1.47091 0.19567 0.58864 0.33953 0.41
"Gaia EDR3 5522209812357426560" 15.34897 1.03866 1.33065 0.16409 0.60934 0.31837 0.43
"Gaia EDR3 5522244721852401280" 15.56641 1.19632 1.26374 0.14892 0.63778 0.28896 0.45
"Gaia EDR3 5522216649945834496" 15.85762 1.19362 1.19424 0.14127 0.61156 0.26789 0.43
"Gaia EDR3 5522195553066221440" 16.54889 1.34116 1.04153 0.11867 0.56899 0.22018 0.44
"Gaia EDR3 5522209777997702784" 16.87519 1.34298 0.97929 0.11123 0.52258 0.21372 0.42
"Gaia EDR3 5522043678722401024" 18.13803 1.43052 0.77489 0.08832 0.39135 0.16700 0.39
"Gaia EDR3 5522210087235298816" 12.55081 0.49192 2.84284 0.62479 0.93206 0.67168 0.47
"Gaia EDR3 5522209606199436800" 12.81922 0.55058 2.68066 0.56749 0.87433 0.62007 0.48
"Gaia EDR3 5522209640558713984" 12.82086 0.63990 2.67342 0.56624 0.88033 0.62368 0.49
"Gaia EDR3 5522209984156125312" 12.90759 0.58611 2.61847 0.55133 0.88002 0.61425 0.48
"Gaia EDR3 5522151641318945408" 15.11353 1.30815 1.37725 0.17620 0.66568 0.33106 0.50
"Gaia EDR3 5522211736502760832" 15.55099 1.08600 1.27577 0.15199 0.61718 0.29015 0.42
"Gaia EDR3 5522209434400298752" 15.93617 1.23801 1.17293 0.13571 0.61884 0.26041 0.44
"Gaia EDR3 5522206891779717632" 16.91247 1.35531 0.97214 0.11070 0.52110 0.20862 0.42
"Gaia EDR3 5522211599063834880" 17.13607 1.44818 0.92957 0.10608 0.51598 0.20041 0.45
"Gaia EDR3 5522213381463293824" 18.04045 1.73998 0.77869 0.08944 0.44112 0.17238 0.51
"Gaia EDR3 5522211014948240128" 14.20529 0.69131 1.81759 0.28689 0.60783 0.42884 0.44
"Gaia EDR3 5522212664215690240" 14.69567 0.78045 1.57891 0.22366 0.59673 0.37212 0.43
"Gaia EDR3 5522209911129590784" 14.91984 0.78519 1.49625 0.19996 0.58756 0.34729 0.40
"Gaia EDR3 5522209979854257920" 15.85300 1.17376 1.19635 0.14159 0.60841 0.26806 0.42
"Gaia EDR3 5522209709278177664" 17.15531 1.40861 0.92762 0.10593 0.50857 0.19842 0.43
"Gaia EDR3 5522240422582533248" 17.36355 1.59157 0.88637 0.10182 0.50578 0.18563 0.50
"Gaia EDR3 5522304713956761984" 17.44293 1.34132 0.88219 0.10069 0.45123 0.18939 0.40
"Gaia EDR3 5522211113720469248" 17.84513 1.56224 0.81310 0.09404 0.44024 0.17613 0.43
"Gaia EDR3 5522209846717168256" 11.58097 0.38390 3.31714 0.95615 1.01532 0.84726 0.45
"Gaia EDR3 5522210155954802688" 14.46055 0.75550 1.69030 0.24811 0.59535 0.39350 0.44
"Gaia EDR3 5522209640558713344" 14.78531 0.93175 1.52888 0.21323 0.62718 0.36052 0.45
"Gaia EDR3 5522407209051442560" 14.99829 0.89110 1.45940 0.19317 0.59954 0.33435 0.42
"Gaia EDR3 5522170126859011328" 15.36031 1.09055 1.32275 0.16231 0.61798 0.31611 0.44
"Gaia EDR3 5522211663476293120" 16.00816 1.19410 1.15921 0.13336 0.60737 0.25304 0.41
"Gaia EDR3 5522211461624886656" 16.18775 1.28390 1.11604 0.12796 0.59656 0.23569 0.44
"Gaia EDR3 5522193354042930176" 18.85981 2.66877 0.69484 0.07891 0.42600 0.14633 0.52
"Gaia EDR3 5522150438728129024" 12.82009 0.79170 2.66643 0.56603 0.89842 0.62557 0.49
"Gaia EDR3 5522210121595044864" 14.54016 0.67844 1.66287 0.24484 0.56930 0.38075 0.42
"Gaia EDR3 5522316293187853312" 16.29679 1.49230 1.08531 0.12330 0.61145 0.23107 0.50
"Gaia EDR3 5522209640558709632" 16.63928 1.42470 1.02083 0.11702 0.56083 0.21757 0.48
"Gaia EDR3 5522240014555884672" 17.45251 1.56054 0.87269 0.10036 0.48807 0.18646 0.48
"Gaia EDR3 5522409270635512192" 15.06513 1.05528 1.41944 0.18384 0.63012 0.33615 0.46
"Gaia EDR3 5522142673430741248" 17.52794 1.60013 0.85933 0.09854 0.48293 0.18633 0.49
"Gaia EDR3 5522216679998525440" 13.73883 0.65684 2.07795 0.36873 0.65739 0.48428 0.46
"Gaia EDR3 5522206960499177216" 16.24075 1.21439 1.10777 0.12763 0.58097 0.23335 0.41
"Gaia EDR3 5522143081443114752" 17.12730 1.41123 0.93217 0.10696 0.51187 0.19986 0.43
"Gaia EDR3 5522211663476281088" 17.89592 1.66581 0.80179 0.09214 0.44629 0.17692 0.48
